chr	pos	strand	M	Cov
1	22869	+	9	9
1	22870	-	8	8
1	22971	+	4	5
1	22972	-	8	13
1	23026	-	2	7
1	24189	+	7	8
1	24190	-	1	1
1	24195	+	9	9
1	24196	-	1	1
1	24302	+	6	7
1	24303	-	2	2
1	24311	+	6	6
1	24312	-	2	2
1	24330	+	6	6
1	24331	-	1	1
1	24351	+	6	6
1	24352	-	1	1
1	24353	+	4	6
1	24354	-	1	1
1	24413	+	4	5
1	24414	-	3	3
1	24455	+	5	5
1	24456	-	5	5
1	24622	+	4	5
1	24623	-	8	8
1	24634	+	2	4
1	24746	+	6	6
1	24747	-	5	5
1	24834	+	8	8
1	24835	-	7	7
1	24837	+	8	9
1	24838	-	7	7
1	24849	+	7	11
1	24850	-	3	8
1	25064	+	10	11
1	25065	-	8	8
1	25075	+	8	10
1	25076	-	9	9
1	25083	+	8	9
1	25084	-	7	8
1	25103	+	7	8
1	25104	-	7	8
1	25123	+	6	7
1	25124	-	7	7
1	25167	+	9	9
1	25168	-	6	6
1	25170	+	9	10
1	25171	-	4	5
1	25244	+	11	12
1	25245	-	2	4
1	25332	+	10	11
1	25333	-	5	6
1	25346	+	9	9
1	25347	-	4	4
1	25353	+	7	7
1	25354	-	4	5
1	25649	-	3	3
1	25666	+	1	1
1	25667	-	3	3
1	25668	+	1	1
1	25669	-	3	3
1	25671	+	1	1
1	25672	-	3	3
1	25708	+	5	5
1	25709	-	4	4
1	25772	+	4	5
1	25773	-	3	3
1	25782	+	3	3
1	25783	-	3	3
1	25830	+	3	3
1	25831	-	1	1
1	25843	+	3	3
1	25844	-	1	1
1	25861	+	3	3
1	25862	-	2	2
1	25864	+	2	2
1	25865	-	2	2
1	25946	+	3	3
1	25947	-	10	11
1	25960	+	2	3
1	25961	-	11	11
1	26087	+	9	10
1	26088	-	6	6
1	26099	+	10	12
1	26100	-	5	5
1	26350	+	3	3
1	26351	-	11	12
1	26360	+	3	3
1	26361	-	10	12
1	26365	+	3	3
1	26366	-	11	11
1	26379	+	3	3
1	26380	-	10	10
1	26402	+	4	4
1	26403	-	9	9
1	26408	+	3	4
1	26409	-	8	8
1	26557	+	6	6
1	26558	-	2	2
1	26562	+	5	5
1	26563	-	1	1
1	26600	+	6	6
1	26601	-	2	2
1	26649	+	7	8
1	26650	-	5	5
1	26728	+	6	6
1	26729	-	9	10
1	26730	+	6	6
1	26731	-	8	8
1	26786	+	5	5
1	26787	-	8	8
1	26920	+	3	3
1	26921	-	6	6
1	26959	+	6	7
1	26960	-	7	7
1	27148	+	3	4
1	27149	-	6	6
1	27162	+	5	5
1	27163	-	6	6
1	27184	+	5	5
1	27185	-	5	7
1	27484	+	4	5
1	27485	-	4	5
1	27499	+	5	5
1	27500	-	5	7
1	27501	+	5	5
1	27502	-	5	6
1	27624	+	4	4
1	27625	-	6	6
1	27650	+	6	6
1	27651	-	5	5
1	27843	+	7	7
1	27844	-	1	1
1	27977	+	3	4
1	27978	-	7	8
1	27989	+	5	5
1	27990	-	6	7
1	28015	+	6	6
1	28016	-	5	5
1	28020	+	6	6
1	28021	-	6	6
1	28032	+	6	9
1	28033	-	4	5
1	28158	+	10	10
1	28159	-	4	4
1	28299	+	5	6
1	28300	-	3	3
1	28308	+	7	7
1	28309	-	3	3
1	28315	+	6	7
1	28316	-	3	3
1	28323	+	7	7
1	28324	-	3	3
1	28630	+	8	8
1	28631	-	5	5
1	28753	+	2	6
1	28763	+	7	7
1	28764	-	2	3
1	28848	+	2	2
1	28849	-	9	10
1	28859	+	3	3
1	28860	-	9	10
1	28923	+	7	8
1	28924	-	6	6
1	28947	+	4	4
1	28948	-	5	5
1	28958	+	3	4
1	28959	-	4	5
1	28964	+	4	4
1	28965	-	6	7
1	28978	+	3	4
1	28979	-	6	7
1	29179	+	4	5
1	29180	-	9	9
1	29184	+	5	5
1	29185	-	9	9
1	29206	+	4	4
1	29207	-	6	6
1	29255	+	3	3
1	29256	-	3	4
1	29382	+	2	2
1	29383	-	2	3
1	29387	+	2	2
1	29388	-	3	3
1	29392	+	2	2
1	29393	-	2	3
1	29397	+	2	2
1	29398	-	2	3
1	29427	+	2	2
1	29428	-	3	5
1	29434	+	2	2
1	29435	-	3	5
1	29437	+	3	3
1	29438	-	4	5
1	29463	+	5	5
1	29464	-	4	5
1	29470	+	5	5
1	29471	-	4	4
1	29494	+	7	8
1	29495	-	5	5
1	29506	+	8	9
1	29507	-	4	4
1	29562	+	9	9
1	29563	-	2	2
1	29567	+	8	8
1	29568	-	2	2
1	29586	+	7	9
1	29587	-	1	1
1	29680	+	2	11
1	29755	+	5	5
1	29756	-	3	3
1	29887	+	2	2
1	29888	-	6	6
1	29889	+	2	2
1	29890	-	5	6
1	29966	+	3	3
1	29967	-	6	6
1	29976	+	5	5
1	29977	-	7	7
1	29986	+	5	5
1	29987	-	7	7
1	29999	+	6	6
1	30000	-	8	8
1	30001	+	6	6
1	30002	-	8	8
1	30006	+	7	7
1	30007	-	8	8
1	30035	+	5	6
1	30036	-	9	9
1	30040	+	7	7
1	30041	-	9	9
1	30049	+	7	7
1	30050	-	9	9
1	30055	+	8	8
1	30056	-	7	8
1	30183	+	3	3
1	30189	+	5	5
1	30190	-	3	3
1	30464	+	4	4
1	30465	-	7	7
1	30469	+	5	5
1	30470	-	7	7
1	30484	+	6	6
1	30485	-	7	7
1	30521	+	5	5
1	30522	-	4	6
1	30542	+	6	6
1	30543	-	3	4
1	30561	+	7	7
1	30562	-	2	2
1	30564	+	7	7
1	30565	-	2	2
1	30584	+	5	5
1	30585	-	2	2
1	30593	+	4	4
1	30594	-	2	2
1	30623	+	3	4
1	30624	-	6	7
1	30630	+	5	6
1	30631	-	7	7
1	30690	+	8	8
1	30691	-	5	5
1	30698	+	8	8
1	30699	-	3	3
1	30714	+	10	11
1	30715	-	2	2
1	30878	+	12	13
1	30879	-	1	1
1	31698	+	6	6
1	31699	-	1	1
1	31706	+	8	8
1	31707	-	1	1
1	31709	+	6	7
1	31710	-	1	1
1	31983	+	8	8
1	31984	-	2	4
1	32136	+	7	7
1	32137	-	6	7
1	35020	+	5	6
1	35021	-	5	5
1	35027	+	6	6
1	35028	-	4	4
1	35042	+	6	6
1	35043	-	3	4
1	35050	+	7	7
1	35051	-	4	4
1	35423	+	1	1
1	35424	-	3	3
1	35426	-	3	3
1	35842	+	2	5
1	35843	-	5	6
1	35859	+	3	4
1	35860	-	2	3
1	35892	+	4	4
1	35893	-	5	5
1	35900	+	2	3
1	35901	-	5	6
1	36090	+	6	8
1	36091	-	2	4
1	36099	+	8	8
1	36100	-	3	3
1	42234	+	2	6
1	42235	-	3	4
1	42545	+	8	12
1	42546	-	3	6
1	42689	+	11	12
1	42690	-	15	15
1	42987	-	2	11
1	43096	+	4	8
1	43097	-	2	10
1	43149	+	4	14
1	43150	-	4	10
1	43163	+	3	11
1	44543	+	2	6
1	44726	+	8	9
1	44727	-	9	9
1	47946	+	6	6
1	47947	-	5	6
1	47962	+	5	5
1	47963	-	7	7
1	50891	-	2	9
1	51769	+	2	6
1	54293	+	1	1
1	54300	+	1	1
1	54301	-	3	3
1	54306	+	2	2
1	54307	-	4	4
1	54321	+	2	5
1	54322	-	4	5
1	55841	+	4	4
1	55842	-	7	7
1	55919	+	2	2
1	55920	-	5	5
1	55921	+	2	2
1	55922	-	5	5
1	55937	+	3	3
1	55938	-	5	5
1	55997	+	7	7
1	55998	-	6	6
1	56015	+	7	7
1	56016	-	5	5
1	56024	+	4	6
1	56025	-	5	5
1	56042	+	3	6
1	56043	-	6	6
1	56075	+	6	7
1	56076	-	8	8
1	56093	+	4	7
1	56094	-	8	8
1	56120	+	10	11
1	56121	-	9	11
1	56147	+	9	10
1	56148	-	14	15
1	56156	+	10	11
1	56157	-	13	14
1	56201	+	5	6
1	56202	-	14	15
1	56211	+	5	6
1	56212	-	14	14
1	56240	+	7	7
1	56241	-	11	14
1	56258	+	9	9
1	56259	-	10	13
1	56267	+	10	10
1	56268	-	11	15
1	56404	+	6	6
1	56405	-	10	11
1	56429	+	6	6
1	56430	-	10	10
1	56439	+	5	5
1	56440	-	9	10
1	56458	+	8	8
1	56459	-	12	12
1	56519	+	7	8
1	56520	-	9	9
1	56541	+	6	7
1	56542	-	8	8
1	56705	+	5	9
1	58270	+	4	6
1	65399	+	2	2
1	65400	-	2	3
1	70673	+	8	8
1	70674	-	5	6
1	70683	+	6	7
1	70684	-	4	5
1	70691	+	7	7
1	70692	-	5	5
1	70720	+	3	4
1	70721	-	4	4
1	70788	+	3	8
1	70789	-	3	7
1	70834	+	8	8
1	70835	-	7	8
1	70865	+	6	6
1	70866	-	6	6
1	70876	+	6	6
1	70877	-	5	5
1	76838	+	9	11
1	76839	-	3	3
1	76856	+	9	10
1	76857	-	2	2
1	76943	+	14	14
1	76944	-	1	1
1	77000	+	3	3
1	77001	-	2	3
1	77036	+	5	5
1	77037	-	3	3
1	77038	+	5	5
1	77039	-	3	3
1	77059	+	7	8
1	77060	-	3	3
1	77220	+	10	10
1	77221	-	1	1
1	77222	+	10	10
1	77223	-	1	1
1	77229	+	9	10
1	77241	+	11	11
1	77352	+	5	6
1	77353	-	2	2
1	77368	+	8	8
1	77369	-	2	2
1	77371	+	8	8
1	77372	-	2	2
1	77378	+	8	8
1	77391	+	9	9
1	77392	-	2	2
1	83244	+	2	4
1	83245	-	2	7
1	83249	-	2	7
1	84431	+	2	3
1	92671	+	4	4
1	92672	-	6	6
1	92865	+	3	4
1	92866	-	1	1
1	92875	+	2	3
1	92889	+	3	3
1	92890	-	2	2
1	93220	+	5	5
1	93221	-	5	5
1	93325	+	6	6
1	93326	-	3	4
1	93531	+	3	3
1	93532	-	3	3
1	93535	+	3	3
1	93798	+	9	10
1	93799	-	8	8
1	93807	+	10	10
1	93808	-	7	7
1	93831	+	9	9
1	93832	-	8	8
1	93834	+	8	9
1	93835	-	7	7
1	93981	+	4	4
1	93982	-	3	3
1	93991	+	5	5
1	93992	-	3	3
1	94025	+	6	6
1	94026	-	3	4
1	94181	+	8	8
1	94182	-	4	5
1	94410	+	9	10
1	94411	-	3	3
1	94415	+	10	10
1	94416	-	3	3
1	94457	+	4	7
1	94458	-	3	3
1	94609	+	2	3
1	94610	-	8	8
1	94612	+	2	3
1	94613	-	8	8
1	94621	+	3	4
1	94622	-	9	9
1	94633	+	6	6
1	94634	-	9	9
1	94711	+	11	11
1	94712	-	6	6
1	94778	+	6	6
1	94779	-	5	5
1	94800	+	4	4
1	94801	-	6	6
1	94991	+	4	5
1	94992	-	3	4
1	95014	+	5	5
1	95015	-	3	3
1	95019	+	5	6
1	95020	-	3	3
1	95240	+	6	7
1	95241	-	7	7
1	95247	+	5	5
1	95248	-	6	7
1	95256	+	4	4
1	95257	-	7	7
1	95263	+	4	4
1	95264	-	8	8
1	95274	+	3	4
1	95275	-	4	6
1	95392	-	4	9
1	98213	+	3	6
1	98214	-	3	4
1	98231	+	4	6
1	98232	-	3	4
1	98567	+	2	2
1	98568	-	3	5
1	98573	+	3	3
1	98574	-	3	5
1	101184	+	7	7
1	101185	-	4	5
1	101193	+	7	8
1	101194	-	3	4
1	110702	+	2	2
1	110703	-	4	4
1	110750	+	7	7
1	110751	-	2	2
1	110853	+	6	6
1	110854	-	4	4
1	110871	+	7	7
1	110872	-	3	3
1	110879	+	7	7
1	110880	-	3	3
1	110955	+	7	7
1	110956	-	1	1
1	110987	+	3	4
1	110988	-	2	3
1	111003	+	5	5
1	111004	-	3	4
1	111005	+	4	5
1	111006	-	3	4
1	111021	+	6	6
1	111022	-	3	3
1	111030	+	6	6
1	111031	-	2	2
1	111032	+	6	6
1	111033	-	2	2
1	113059	+	2	6
1	120244	+	2	6
1	121770	+	3	3
1	121771	-	4	4
1	121780	+	3	3
1	121781	-	4	4
1	121790	+	3	3
1	121791	-	3	3
1	121826	+	3	3
1	121827	-	3	3
1	121829	+	3	3
1	121830	-	4	4
1	121934	+	2	2
1	121935	-	2	2
1	121947	+	2	2
1	121948	-	3	3
1	121965	-	6	6
1	122139	+	6	6
1	122196	+	6	6
1	122197	-	1	1
1	122199	+	5	5
1	122200	-	1	1
1	122305	+	4	4
1	122306	-	2	2
1	122315	+	3	3
1	122316	-	2	2
1	122403	+	4	4
1	122404	-	3	3
1	122712	+	5	5
1	122713	-	6	6
1	122814	+	6	6
1	122815	-	6	6
1	122921	+	3	4
1	122922	-	4	5
1	122934	+	3	3
1	122935	-	3	4
1	122940	+	3	3
1	122941	-	2	3
1	122943	+	3	3
1	122944	-	2	3
1	122953	+	4	4
1	122954	-	3	3
1	122958	+	3	5
1	122959	-	3	4
1	123077	+	5	5
1	123078	-	5	5
1	123113	+	3	3
1	123114	-	5	6
1	123158	+	5	5
1	123159	-	8	8
1	123169	+	4	4
1	123170	-	9	9
1	123172	+	3	4
1	123173	-	9	9
1	123187	+	5	5
1	123188	-	9	9
1	123210	+	6	7
1	123211	-	8	8
1	123222	+	7	7
1	123223	-	4	4
1	123263	+	4	4
1	123264	-	3	3
1	123272	+	3	4
1	123273	-	2	2
1	123275	+	4	4
1	123276	-	1	1
1	123365	+	4	4
1	123366	-	2	2
1	123377	+	2	4
1	123610	+	7	7
1	123611	-	3	3
1	123628	+	7	7
1	123629	-	7	7
1	123652	+	8	8
1	123653	-	6	6
1	123661	+	7	7
1	123662	-	7	7
1	123810	+	5	6
1	123811	-	7	8
1	123812	+	5	6
1	123813	-	8	8
1	123835	+	2	2
1	123836	-	8	9
1	123837	+	1	1
1	123838	-	9	9
1	123998	+	7	7
1	123999	-	6	6
1	124025	+	7	7
1	124026	-	5	5
1	124191	+	2	2
1	124192	-	5	6
1	124198	+	3	3
1	124199	-	6	6
1	124222	+	3	3
1	124223	-	6	6
1	124378	+	4	4
1	124379	-	4	4
1	124382	+	4	5
1	124383	-	4	4
1	124463	+	6	7
1	124464	-	3	3
1	124465	+	6	7
1	124466	-	3	3
1	124766	+	7	7
1	124767	-	6	6
1	124790	+	6	7
1	124791	-	5	5
1	124802	+	8	8
1	124803	-	6	6
1	125304	+	5	5
1	125305	-	6	6
1	125344	+	3	3
1	125345	-	5	6
1	125362	+	3	3
1	125363	-	5	6
1	125404	+	5	5
1	125405	-	7	7
1	125431	+	4	5
1	125432	-	7	7
1	125568	+	4	4
1	125569	-	2	2
1	125619	+	3	3
1	125620	-	2	2
1	125718	+	8	9
1	125719	-	4	4
1	125757	+	7	9
1	125758	-	2	2
1	125763	+	6	6
1	125764	-	2	2
1	125799	+	5	6
1	125806	+	5	6
1	125941	+	6	7
1	125942	-	3	4
1	125979	+	5	6
1	125980	-	4	4
1	126219	+	3	3
1	126220	-	4	4
1	126224	+	3	3
1	126225	-	4	4
1	126234	+	4	4
1	126235	-	5	5
1	126249	+	3	3
1	126250	-	5	5
1	126252	+	2	3
1	126253	-	5	5
1	126353	+	2	2
1	126354	-	10	10
1	126505	+	4	5
1	126506	-	7	8
1	126527	+	4	5
1	126528	-	8	8
1	126980	+	8	10
1	126981	-	6	6
1	127026	+	8	9
1	127027	-	5	5
1	127075	+	5	5
1	127076	-	4	4
1	127183	+	3	3
1	127184	-	5	5
1	127185	+	3	3
1	127186	-	4	5
1	127269	+	3	4
1	127270	-	4	4
1	127278	+	4	4
1	127279	-	6	6
1	127284	+	3	4
1	127285	-	5	5
1	127372	+	2	2
1	127373	-	2	3
1	127378	+	2	2
1	127379	-	2	3
1	127393	+	2	2
1	127394	-	4	4
1	127396	+	2	2
1	127397	-	4	4
1	127405	+	3	3
1	127406	-	5	5
1	128018	+	5	5
1	128019	-	3	5
1	128465	-	1	1
1	133142	+	1	1
1	133143	-	6	8
1	133169	+	2	2
1	133170	-	6	6
1	133176	+	3	3
1	133177	-	6	6
1	133178	+	3	3
1	133179	-	5	6
1	134687	+	7	7
1	134688	-	2	2
1	134689	+	7	7
1	134690	-	1	1
1	134700	+	8	8
1	134701	-	1	1
1	134751	+	9	10
1	134752	-	3	3
1	134762	+	8	9
1	134763	-	4	4
1	134817	+	8	9
1	134818	-	7	7
1	134823	+	8	8
1	134824	-	7	7
1	134857	+	6	6
1	134858	-	3	3
1	134920	+	4	5
1	134921	-	3	3
1	137022	+	4	4
1	137023	-	4	4
1	137064	+	5	7
1	137065	-	2	2
1	137114	+	8	8
1	137115	-	3	3
1	137148	+	10	10
1	137149	-	8	8
1	137178	+	6	7
1	137179	-	7	7
1	137214	+	7	7
1	137215	-	6	7
1	137229	+	7	7
1	137230	-	7	8
1	137233	+	7	7
1	137234	-	8	8
1	137242	+	6	6
1	137243	-	6	6
1	137268	+	4	6
1	137269	-	4	4
1	137375	+	5	5
1	137376	-	9	10
1	137379	+	5	6
1	137380	-	6	7
1	137400	+	7	7
1	137401	-	5	6
1	137435	+	8	8
1	137436	-	2	2
1	137445	+	8	8
1	137446	-	2	2
1	137484	+	9	9
1	137485	-	1	1
1	137646	+	9	9
1	137647	-	5	5
1	137649	+	9	9
1	137650	-	4	5
1	137655	+	10	10
1	137656	-	4	5
1	138602	-	1	1
1	138607	+	1	1
1	138615	-	1	1
1	138625	-	1	1
1	138632	+	1	1
1	138633	-	1	1
1	138637	+	1	1
1	138648	+	1	1
1	138649	-	2	2
1	138695	+	2	2
1	138696	-	3	4
1	141456	+	2	5
1	141457	-	2	12
1	147348	-	5	9
1	154098	+	9	9
1	154099	-	5	5
1	154108	+	8	8
1	154109	-	4	4
1	154110	+	7	9
1	154111	-	4	4
1	154119	+	9	9
1	154120	-	4	4
1	156372	-	2	5
1	160259	+	7	9
1	160260	-	5	5
1	160269	+	8	8
1	160270	-	4	4
1	160279	+	8	8
1	160280	-	5	5
1	160428	+	6	6
1	160429	-	9	9
1	160607	+	4	4
1	160608	-	6	6
1	160706	+	4	4
1	160707	-	7	9
1	160732	+	5	5
1	160733	-	8	9
1	160793	+	2	2
1	160794	-	8	8
1	160869	+	3	3
1	160870	-	5	5
1	160902	+	2	2
1	160903	-	5	5
1	160911	-	4	4
1	160927	+	1	1
1	160928	-	3	4
1	160974	+	1	1
1	160975	-	4	4
1	160998	+	1	1
1	160999	-	5	5
1	161000	+	1	1
1	161001	-	4	4
1	161017	+	3	3
1	161018	-	4	4
1	161030	+	3	4
1	161031	-	5	6
1	161041	+	5	5
1	161042	-	5	5
1	161043	+	6	6
1	161044	-	4	4
1	161075	+	8	8
1	161076	-	3	3
1	161094	+	8	8
1	161095	-	7	8
1	161209	+	2	3
1	161210	-	3	3
1	161214	+	2	2
1	161215	-	3	3
1	161271	+	3	4
1	161272	-	1	1
1	161385	+	2	2
1	161386	-	4	4
1	161390	+	1	1
1	161391	-	4	4
1	161410	+	1	1
1	161411	-	4	4
1	161413	+	1	1
1	161414	-	3	4
1	161499	+	2	2
1	161500	-	2	2
1	161543	+	2	2
1	161544	-	2	3
1	161557	-	3	3
1	161589	+	2	2
1	161590	-	4	4
1	161595	+	2	2
1	161596	-	4	4
1	161677	+	7	8
1	161678	-	4	4
1	161682	+	7	7
1	161683	-	5	5
1	161790	+	5	5
1	161791	-	2	2
1	161792	+	5	5
1	161793	-	2	3
1	164722	+	1	1
1	164723	-	5	5
1	164733	+	3	3
1	164734	-	5	5
1	165075	+	1	1
1	165091	+	1	1
1	165092	-	3	4
1	165139	+	1	1
1	165140	-	9	9
1	165141	+	1	1
1	165142	-	9	9
1	165145	+	1	1
1	165146	-	9	9
1	165358	+	4	4
1	165359	-	5	6
1	165369	+	3	3
1	165370	-	6	6
1	165521	+	2	2
1	165522	-	10	10
1	165535	+	2	3
1	165536	-	7	7
1	165540	+	3	4
1	165541	-	6	6
1	165581	+	6	6
1	165582	-	2	3
1	165603	+	5	5
1	165604	-	4	5
1	165608	+	3	5
1	165609	-	4	4
1	165624	+	4	6
1	165625	-	5	6
1	165977	+	5	5
1	165978	-	2	3
1	165989	+	5	5
1	165990	-	2	4
1	165994	+	5	5
1	165995	-	3	4
1	166011	+	6	6
1	166012	-	3	4
1	166020	+	4	4
1	166021	-	2	3
1	166032	+	4	4
1	166033	-	4	4
1	166893	+	2	7
1	166894	-	4	8
1	168220	+	1	1
1	188561	+	5	5
1	188562	-	5	5
1	188728	+	7	7
1	188729	-	3	3
1	188851	+	4	8
1	188852	-	6	6
1	188869	+	8	8
1	188870	-	6	6
1	188888	+	12	12
1	188889	-	6	6
1	188899	+	10	11
1	188900	-	5	6
1	189192	+	6	6
1	189193	-	1	1
1	189204	+	6	6
1	189214	+	5	6
1	189215	-	1	1
1	189231	+	6	6
1	189232	-	2	2
1	189238	+	5	5
1	189239	-	2	2
1	189253	+	3	3
1	189254	-	2	2
1	191420	+	5	5
1	191421	-	6	6
1	191443	+	9	9
1	191444	-	6	7
1	192747	+	2	3
1	193381	+	4	5
1	193382	-	5	7
1	193393	+	7	7
1	193394	-	8	8
1	193432	+	4	5
1	193433	-	12	12
1	193494	+	5	5
1	193495	-	7	7
1	193508	+	4	4
1	193509	-	6	6
1	193515	+	4	4
1	193516	-	5	5
1	193524	+	5	5
1	193525	-	5	5
1	193526	+	5	5
1	193527	-	5	5
1	193587	+	6	7
1	193588	-	6	7
1	193607	+	9	9
1	193608	-	7	7
1	193639	+	5	6
1	193640	-	7	8
1	193656	+	6	7
1	193657	-	8	9
1	193665	+	7	7
1	193666	-	7	8
1	193693	+	7	7
1	193694	-	8	8
1	193852	+	7	8
1	197160	+	4	4
1	197161	-	7	8
1	197166	+	3	3
1	197167	-	7	8
1	197201	+	1	1
1	197202	-	7	7
1	197229	+	3	3
1	197230	-	6	6
1	197236	+	3	3
1	197237	-	4	4
1	197249	+	4	4
1	197250	-	4	4
1	197263	+	5	5
1	197264	-	6	6
1	197269	+	5	5
1	197270	-	4	5
1	197320	+	9	9
1	197321	-	5	5
1	197350	+	7	8
1	197351	-	3	4
1	197362	+	7	7
1	197363	-	2	2
1	197373	+	7	7
1	197374	-	2	2
1	197390	+	5	5
1	197391	-	2	2
1	197543	+	6	7
1	197544	-	2	2
1	197792	+	5	5
1	197793	-	2	2
1	197801	+	6	6
1	197802	-	2	2
1	197813	+	6	6
1	197814	-	3	4
1	200955	+	9	11
1	200956	-	2	2
1	201348	+	4	6
1	201349	-	2	3
1	213304	+	2	8
1	213332	+	2	7
1	213389	+	5	5
1	213390	-	4	5
1	213508	+	10	13
1	213509	-	13	13
1	213560	+	13	13
1	213561	-	9	9
1	213577	+	8	9
1	213578	-	9	9
1	213598	+	6	7
1	213599	-	7	8
1	213606	+	8	8
1	213607	-	7	7
1	213611	+	9	9
1	213612	-	7	7
1	213614	+	8	8
1	213615	-	7	7
1	213640	+	9	9
1	213641	-	6	6
1	213680	+	6	9
1	213681	-	6	9
1	213730	+	5	5
1	213731	-	9	9
1	214949	+	12	15
1	214950	-	2	3
1	222120	+	1	1
1	222121	-	8	8
1	222131	+	1	1
1	222132	-	8	8
1	222139	+	2	2
1	222140	-	7	7
1	227674	-	1	1
1	230891	+	3	8
1	230892	-	4	11
1	233602	+	1	1
1	233603	-	6	6
1	233613	+	1	1
1	233614	-	4	4
1	233626	+	2	2
1	233627	-	5	5
1	233633	+	2	2
1	233634	-	5	6
1	233951	+	7	7
1	233952	-	13	13
1	233982	+	9	9
1	233983	-	10	11
1	234018	+	8	8
1	234019	-	6	7
1	234026	+	7	7
1	234027	-	5	5
1	234136	+	5	5
1	234137	-	8	9
1	234144	+	4	4
1	234145	-	8	8
1	234221	+	5	5
1	234222	-	6	7
1	234256	+	6	6
1	234257	-	4	4
1	234333	+	5	5
1	234334	-	2	2
1	234361	+	4	4
1	234362	-	3	4
1	234370	+	4	4
1	234371	-	4	4
1	234384	+	5	5
1	234385	-	4	4
1	234417	+	3	4
1	234418	-	6	6
1	234429	+	4	4
1	234430	-	6	6
1	234539	+	6	6
1	234540	-	2	2
1	234547	+	6	6
1	234548	-	3	3
1	234617	+	2	3
1	234618	-	5	5
1	234628	+	3	3
1	234629	-	5	5
1	234948	+	7	7
1	234949	-	2	2
1	234950	+	5	6
1	234951	-	2	2
1	234967	+	6	6
1	234968	-	3	3
1	235188	+	10	11
1	235189	-	2	2
1	235190	+	11	11
1	235191	-	2	2
1	235342	+	5	6
1	235343	-	3	4
1	235345	+	4	6
1	235346	-	5	5
1	235375	+	10	12
1	235376	-	7	7
1	235556	+	5	5
1	235557	-	7	7
1	236051	+	2	4
1	236052	-	6	6
1	236121	+	6	6
1	236122	-	2	3
1	236182	+	8	9
1	236183	-	2	2
1	236189	+	8	9
1	236190	-	2	2
1	236221	+	9	9
1	236222	-	1	1
1	236273	+	9	10
1	236274	-	2	2
1	236276	+	8	9
1	236277	-	2	2
1	236395	+	7	7
1	236396	-	5	5
1	236417	+	6	6
1	236418	-	4	4
1	236434	+	5	5
1	236435	-	2	2
1	236527	+	7	7
1	236528	-	4	4
1	238367	+	7	7
1	238368	-	7	9
1	238417	+	7	7
1	238418	-	6	7
1	238446	+	5	5
1	238447	-	4	4
1	238473	+	4	4
1	238474	-	4	4
1	238482	+	3	4
1	238483	-	3	3
1	238487	+	5	5
