chr	pos	strand	M	Cov
1	28515	+	5	6
1	28516	-	6	6
1	28753	+	5	9
1	28754	-	8	9
1	28763	+	11	11
1	28764	-	9	9
1	28789	+	7	11
1	28790	-	3	8
1	28848	+	6	6
1	28849	-	8	10
1	28859	+	3	7
1	28860	-	2	8
1	28923	+	6	8
1	28924	-	3	5
1	28947	+	6	6
1	28958	+	5	5
1	28959	-	2	3
1	28964	+	7	7
1	28965	-	2	3
1	28978	+	6	6
1	28979	-	3	3
1	29179	+	2	4
1	29180	-	7	7
1	29184	+	3	4
1	29185	-	7	7
1	29206	+	6	6
1	29207	-	7	8
1	29232	+	7	7
1	29233	-	6	6
1	29255	+	6	6
1	29256	-	4	5
1	29382	+	2	4
1	29383	-	3	4
1	29387	+	4	4
1	29388	-	3	4
1	29392	+	4	5
1	29397	+	4	5
1	29398	-	4	4
1	29427	+	2	2
1	29428	-	4	4
1	29434	+	3	3
1	29435	-	4	4
1	29437	+	2	3
1	29438	-	3	4
1	29463	+	3	3
1	29464	-	1	1
1	29470	+	4	4
1	29494	+	4	4
1	29495	-	1	1
1	29506	+	6	6
1	29507	-	1	1
1	29562	+	11	12
1	29563	-	4	5
1	29567	+	13	13
1	29568	-	5	5
1	29626	+	10	11
1	29627	-	2	4
1	29629	+	11	11
1	29630	-	2	3
1	29704	+	7	9
1	29705	-	3	4
1	29756	-	2	2
1	29887	+	5	5
1	29889	+	3	5
1	29951	+	3	8
1	29952	-	2	3
1	29966	+	6	7
1	29967	-	6	6
1	29976	+	8	8
1	29977	-	6	6
1	29986	+	8	8
1	29987	-	6	7
1	29999	+	8	8
1	30000	-	8	8
1	30001	+	8	9
1	30002	-	8	8
1	30006	+	10	10
1	30007	-	7	8
1	30035	+	3	8
1	30036	-	7	8
1	30040	+	10	10
1	30041	-	8	9
1	30049	+	2	10
1	30055	+	7	10
1	30056	-	10	10
1	30175	+	8	11
1	30176	-	5	5
1	30183	+	8	10
1	30184	-	4	4
1	30189	+	8	9
1	30190	-	4	5
1	30464	+	5	5
1	30465	-	9	10
1	30469	+	3	5
1	30470	-	9	10
1	30484	+	5	6
1	30485	-	9	9
1	30521	+	2	7
1	30522	-	2	5
1	30542	+	6	7
1	30543	-	5	5
1	30561	+	6	7
1	30562	-	4	4
1	30564	+	5	6
1	30565	-	4	4
1	30584	+	8	8
1	30585	-	4	4
1	30593	+	9	9
1	30594	-	4	4
1	30623	+	8	10
1	30624	-	2	2
1	30630	+	9	10
1	30690	+	10	15
1	30691	-	1	1
1	30698	+	12	14
1	30699	-	1	1
1	30714	+	12	13
1	30715	-	2	2
1	30752	+	2	8
1	30758	+	3	10
1	30878	+	10	15
1	30879	-	4	5
1	31698	+	4	5
1	31699	-	2	3
1	31706	+	4	4
1	31707	-	3	4
1	31709	+	3	4
1	31710	-	4	4
1	31969	+	3	6
1	31970	-	9	11
1	31983	+	3	4
1	31984	-	7	9
1	32136	+	4	5
1	32137	-	2	4
1	35020	+	3	5
1	35021	-	4	5
1	35027	+	5	6
1	35028	-	5	5
1	35042	+	7	7
1	35043	-	6	6
1	35050	+	7	7
1	35051	-	5	5
1	35230	+	1	1
1	35423	+	5	6
1	35424	-	5	5
1	35425	+	5	6
1	35426	-	4	5
1	35883	+	7	7
1	35884	-	6	6
1	35892	+	7	7
1	35893	-	6	6
1	35900	+	6	6
1	35901	-	3	4
1	36090	+	4	6
1	36091	-	8	10
1	36099	+	5	7
1	36100	-	9	10
1	42545	+	2	7
1	42546	-	3	9
1	44726	+	3	7
1	44727	-	3	6
1	45115	+	2	12
1	47946	+	2	6
1	47947	-	2	6
1	47962	+	2	5
1	54315	+	1	1
1	55841	+	5	6
1	55842	-	6	7
1	55919	+	5	5
1	55920	-	7	10
1	55921	+	4	4
1	55922	-	8	9
1	55937	+	3	3
1	55938	-	5	8
1	55997	+	9	9
1	55998	-	3	5
1	56015	+	7	7
1	56016	-	10	10
1	56024	+	7	7
1	56025	-	11	11
1	56042	+	8	8
1	56043	-	13	13
1	56075	+	2	2
1	56076	-	13	16
1	56093	+	3	3
1	56094	-	15	16
1	56120	+	5	5
1	56121	-	11	12
1	56147	+	5	5
1	56148	-	9	10
1	56156	+	6	6
1	56157	-	6	7
1	56201	+	3	4
1	56202	-	7	7
1	56211	+	2	4
1	56212	-	6	6
1	56240	+	3	4
1	56241	-	4	8
1	56258	+	2	2
1	56259	-	8	8
1	56267	+	2	2
1	56268	-	9	10
1	56404	+	7	8
1	56405	-	5	5
1	56429	+	6	6
1	56430	-	3	3
1	56439	+	6	6
1	56440	-	5	5
1	56458	+	4	4
1	56459	-	6	6
1	56519	+	6	6
1	56520	-	4	6
1	56541	+	3	8
1	56542	-	4	5
1	65144	+	3	7
1	65145	-	3	6
1	70683	+	3	5
1	70684	-	5	9
1	70692	-	3	8
1	70720	+	2	8
1	70721	-	4	8
1	70788	+	5	9
1	70789	-	7	8
1	70834	+	8	10
1	70835	-	2	3
1	70865	+	7	10
1	70876	+	4	10
1	70877	-	2	4
1	71872	+	4	7
1	71873	-	3	5
1	71879	+	6	7
1	71880	-	3	4
1	71897	+	5	9
1	71898	-	3	3
1	76839	-	4	6
1	76857	-	3	7
1	76943	+	8	10
1	76944	-	3	6
1	77000	+	4	7
1	77001	-	3	6
1	77036	+	6	7
1	77037	-	3	4
1	77038	+	7	7
1	77039	-	2	4
1	77059	+	5	8
1	77220	+	6	9
1	77222	+	7	9
1	77223	-	3	3
1	77229	+	4	8
1	77230	-	2	2
1	77241	+	4	8
1	77352	+	2	6
1	77353	-	2	2
1	77368	+	5	5
1	77369	-	4	4
1	77371	+	4	6
1	77372	-	4	4
1	77378	+	4	6
1	77379	-	3	3
1	77391	+	5	7
1	77392	-	2	4
1	82704	-	2	10
1	84495	+	1	1
1	90709	-	2	11
1	91731	+	1	1
1	92671	+	2	2
1	92672	-	5	5
1	92865	+	5	5
1	92866	-	2	3
1	92875	+	5	6
1	92876	-	3	3
1	92889	+	5	7
1	92890	-	2	4
1	93220	+	8	8
1	93221	-	2	3
1	93325	+	2	2
1	93326	-	7	10
1	93531	+	2	4
1	93532	-	4	5
1	93535	+	4	4
1	93536	-	3	5
1	93798	+	4	5
1	93799	-	3	3
1	93807	+	7	7
1	93808	-	2	3
1	93831	+	5	9
1	93832	-	2	4
1	93834	+	8	9
1	93835	-	4	4
1	93981	+	3	3
1	93982	-	7	7
1	93991	+	3	3
1	93992	-	6	8
1	94025	+	5	7
1	94026	-	6	7
1	94151	+	2	6
1	94181	+	5	6
1	94182	-	5	5
1	94410	+	6	9
1	94411	-	6	8
1	94415	+	8	9
1	94416	-	7	7
1	94457	+	3	7
1	94458	-	3	4
1	94610	-	6	10
1	94612	+	2	2
1	94613	-	8	9
1	94621	+	2	2
1	94622	-	6	8
1	94633	+	2	2
1	94634	-	7	8
1	94711	+	7	9
1	94712	-	3	8
1	94778	+	5	8
1	94800	+	5	6
1	94801	-	5	7
1	94991	+	2	7
1	94992	-	2	3
1	95014	+	4	4
1	95020	-	2	4
1	95241	-	2	6
1	95247	+	2	7
1	95256	+	6	7
1	95257	-	4	6
1	95264	-	2	6
1	95869	+	2	7
1	98031	+	3	8
1	98038	+	3	8
1	98213	+	3	8
1	98214	-	4	7
1	98231	+	7	8
1	98232	-	5	7
1	98567	+	3	5
1	98568	-	6	7
1	98573	+	5	5
1	98574	-	7	8
1	101049	+	2	4
1	101185	-	2	5
1	101193	+	4	6
1	101194	-	4	4
1	110544	-	2	6
1	110702	+	2	4
1	110703	-	4	4
1	110750	+	8	8
1	110751	-	2	2
1	110851	+	6	8
1	110852	-	2	3
1	110853	+	8	8
1	110854	-	2	3
1	110871	+	3	6
1	110872	-	4	4
1	110879	+	3	6
1	110880	-	4	4
1	110943	+	4	5
1	110944	-	2	2
1	110955	+	3	4
1	110956	-	2	2
1	110987	+	4	4
1	110988	-	2	2
1	111003	+	5	5
1	111005	+	6	6
1	111006	-	2	2
1	111021	+	4	5
1	111022	-	3	3
1	111030	+	3	4
1	111031	-	2	2
1	111032	+	3	4
1	111033	-	2	2
1	111173	+	5	8
1	111174	-	3	6
1	121757	-	4	4
1	121770	+	1	1
1	121771	-	4	6
1	121780	+	2	2
1	121781	-	7	7
1	121790	+	3	3
1	121791	-	7	7
1	121826	+	5	6
1	121827	-	9	11
1	121829	+	5	7
1	121830	-	10	11
1	121887	+	3	8
1	121888	-	3	10
1	121934	+	8	8
1	121935	-	7	7
1	121947	+	9	9
1	121948	-	9	9
1	121964	+	7	7
1	121965	-	8	9
1	122139	+	4	4
1	122168	+	3	4
1	122169	-	2	3
1	122196	+	2	2
1	122197	-	5	5
1	122199	+	2	2
1	122200	-	5	5
1	122305	+	3	5
1	122306	-	3	4
1	122315	+	6	7
1	122316	-	5	5
1	122325	+	6	7
1	122326	-	2	4
1	122403	+	4	4
1	122404	-	3	5
1	122712	+	2	2
1	122713	-	5	6
1	122814	+	5	6
1	122815	-	10	11
1	122921	+	1	1
1	122934	+	1	1
1	122935	-	3	3
1	122940	+	2	2
1	122943	+	2	2
1	122953	+	4	4
1	122954	-	2	2
1	122958	+	4	4
1	122959	-	3	3
1	123077	+	3	3
1	123113	+	5	5
1	123114	-	5	5
1	123158	+	4	5
1	123159	-	5	5
1	123169	+	5	5
1	123170	-	5	5
1	123172	+	4	5
1	123173	-	5	6
1	123187	+	6	6
1	123188	-	3	4
1	123210	+	5	5
1	123211	-	2	2
1	123222	+	3	3
1	123223	-	4	4
1	123263	+	3	3
1	123264	-	8	8
1	123272	+	3	3
1	123273	-	9	9
1	123275	+	3	3
1	123276	-	9	9
1	123447	+	7	7
1	123448	-	8	9
1	123610	+	7	8
1	123611	-	8	9
1	123628	+	9	9
1	123629	-	10	10
1	123652	+	9	9
1	123653	-	10	11
1	123661	+	9	9
1	123662	-	13	13
1	123810	+	4	6
1	123811	-	6	9
1	123812	+	5	6
1	123813	-	8	9
1	123835	+	3	3
1	123836	-	10	10
1	123837	+	3	3
1	123838	-	9	9
1	123998	+	11	12
1	123999	-	3	4
1	124025	+	6	6
1	124026	-	3	3
1	124191	+	3	5
1	124198	+	7	7
1	124199	-	5	5
1	124222	+	6	6
1	124223	-	3	5
1	124353	+	8	8
1	124354	-	4	5
1	124378	+	6	6
1	124379	-	5	5
1	124382	+	6	6
1	124383	-	5	5
1	124463	+	5	5
1	124464	-	4	5
1	124465	+	5	5
1	124466	-	5	6
1	124766	+	5	7
1	124767	-	6	8
1	124790	+	6	6
1	124791	-	5	6
1	124802	+	6	7
1	124803	-	6	7
1	125304	+	5	6
1	125305	-	8	10
1	125344	+	7	7
1	125345	-	8	9
1	125404	+	10	10
1	125405	-	8	8
1	125431	+	10	10
1	125432	-	4	5
1	125569	-	2	4
1	125619	+	4	4
1	125620	-	8	8
1	125718	+	6	7
1	125719	-	2	3
1	125757	+	6	6
1	125763	+	7	8
1	125764	-	2	2
1	125799	+	8	9
1	125800	-	5	5
1	125806	+	8	9
1	125807	-	3	5
1	125941	+	4	5
1	125942	-	6	8
1	125979	+	3	4
1	125980	-	8	8
1	126109	+	2	2
1	126110	-	2	2
1	126219	+	4	4
1	126220	-	6	6
1	126224	+	5	5
1	126225	-	5	6
1	126234	+	4	4
1	126235	-	8	8
1	126249	+	5	5
1	126250	-	7	7
1	126252	+	4	5
1	126253	-	6	7
1	126353	+	6	7
1	126354	-	9	11
1	126505	+	5	6
1	126506	-	7	8
1	126527	+	7	9
1	126528	-	7	7
1	126980	+	2	4
1	126981	-	7	9
1	127026	+	5	5
1	127027	-	12	12
1	127075	+	6	6
1	127076	-	7	7
1	127101	+	8	8
1	127102	-	5	5
1	127116	+	6	6
1	127117	-	5	5
1	127183	+	4	4
1	127184	-	8	8
1	127185	+	5	5
1	127186	-	8	8
1	127269	+	3	3
1	127270	-	3	4
1	127278	+	3	3
1	127279	-	5	5
1	127284	+	2	2
1	127285	-	3	4
1	127372	+	3	3
1	127373	-	5	5
1	127378	+	3	3
1	127379	-	5	5
1	127393	+	2	2
1	127394	-	5	5
1	127397	-	5	5
1	127405	+	2	2
1	127406	-	4	4
1	132538	+	3	7
1	132543	+	5	8
1	132545	+	5	7
1	132546	-	2	5
1	132548	+	2	7
1	132550	+	3	7
1	132582	-	2	5
1	133169	+	2	3
1	133170	-	5	9
1	133176	+	2	3
1	133177	-	7	10
1	133179	-	2	10
1	134687	+	11	12
1	134688	-	2	2
1	134689	+	11	13
1	134690	-	2	2
1	134700	+	8	13
1	134701	-	3	3
1	134751	+	10	11
1	134752	-	4	5
1	134758	+	8	12
1	134759	-	3	5
1	134762	+	7	10
1	134763	-	5	5
1	134773	+	6	9
1	134817	+	5	7
1	134818	-	4	4
1	134823	+	6	7
1	134824	-	3	4
1	134857	+	5	8
1	134858	-	2	2
1	136852	+	2	7
1	136853	-	6	7
1	137007	+	2	6
1	137015	+	6	6
1	137016	-	4	4
1	137022	+	5	6
1	137023	-	4	4
1	137064	+	4	4
1	137065	-	3	4
1	137114	+	6	6
1	137115	-	3	4
1	137136	+	5	6
1	137137	-	8	8
1	137148	+	5	5
1	137149	-	8	8
1	137178	+	5	5
1	137179	-	6	6
1	137214	+	5	6
1	137215	-	5	6
1	137229	+	8	8
1	137230	-	3	5
1	137233	+	7	8
1	137234	-	3	4
1	137375	+	11	11
1	137376	-	5	5
1	137379	+	11	11
1	137380	-	5	5
1	137400	+	11	11
1	137401	-	4	6
1	137435	+	9	10
1	137436	-	6	6
1	137445	+	9	9
1	137446	-	5	5
1	137484	+	6	6
1	137485	-	2	2
1	137646	+	6	8
1	137649	+	6	8
1	137650	-	2	4
1	137655	+	10	10
1	137656	-	4	5
1	142721	-	3	6
1	142739	-	2	7
1	144347	+	2	5
1	148683	+	4	9
1	148684	-	3	5
1	154098	+	4	8
1	154108	+	6	7
1	154109	-	4	6
1	154110	+	5	7
1	154119	+	2	7
1	160245	+	2	3
1	160246	-	7	12
1	160259	+	3	3
1	160260	-	10	12
1	160269	+	3	4
1	160270	-	5	10
1	160279	+	2	4
1	160280	-	6	10
1	160428	+	6	8
1	160429	-	6	7
1	160607	+	2	3
1	160608	-	9	10
1	160706	+	3	3
1	160707	-	5	6
1	160732	+	3	3
1	160733	-	4	4
1	160793	+	3	3
1	160794	-	9	9
1	160869	+	1	1
1	160870	-	5	7
1	160902	+	3	3
1	160903	-	6	6
1	160910	+	2	3
1	160911	-	5	6
1	160927	+	4	4
1	160928	-	4	5
1	160974	+	5	6
1	160998	+	4	4
1	160999	-	3	4
1	161000	+	4	4
1	161001	-	4	4
1	161017	+	3	3
1	161018	-	4	4
1	161030	+	3	4
1	161031	-	4	6
1	161041	+	3	3
1	161042	-	5	5
1	161043	+	3	3
1	161044	-	5	5
1	161075	+	5	6
1	161076	-	6	6
1	161094	+	6	8
1	161095	-	4	5
1	161209	+	2	2
1	161210	-	8	8
1	161214	+	2	2
1	161215	-	7	8
1	161385	+	5	5
1	161386	-	6	6
1	161390	+	5	5
1	161391	-	7	7
1	161410	+	5	5
1	161411	-	7	7
1	161413	+	4	5
1	161414	-	5	7
1	161543	+	6	8
1	161544	-	5	6
1	161556	+	10	10
1	161557	-	6	6
1	161589	+	9	10
1	161590	-	6	6
1	161595	+	7	9
1	161596	-	5	6
1	161677	+	7	10
1	161678	-	5	6
1	161682	+	8	10
1	161683	-	6	6
1	161790	+	5	5
1	161791	-	2	2
1	161792	+	4	5
1	161793	-	2	2
1	164722	+	4	7
1	164723	-	2	5
1	164733	+	4	5
1	164734	-	2	5
1	165076	-	8	9
1	165091	+	3	5
1	165092	-	6	9
1	165139	+	5	5
1	165140	-	3	3
1	165141	+	6	6
1	165142	-	3	3
1	165145	+	6	6
1	165146	-	3	5
1	165358	+	4	4
1	165359	-	5	5
1	165369	+	3	3
1	165370	-	4	5
1	165521	+	2	4
1	165522	-	11	13
1	165535	+	3	4
1	165536	-	8	8
1	165540	+	4	4
1	165541	-	8	8
1	165581	+	3	3
1	165582	-	8	8
1	165603	+	1	1
1	165604	-	10	11
1	165608	+	1	1
1	165609	-	11	11
1	165624	+	2	3
1	165625	-	8	10
1	165754	+	2	6
1	165771	+	3	5
1	165772	-	3	8
1	165774	+	2	4
1	165775	-	3	7
1	165782	-	3	7
1	165977	+	2	3
1	165978	-	3	5
1	165989	+	2	3
1	165990	-	3	4
1	165994	+	3	3
1	165995	-	4	4
1	166020	+	4	4
1	166021	-	3	3
1	166032	+	3	4
1	166053	-	2	3
1	166170	-	3	7
1	188561	+	8	9
1	188562	-	2	2
1	188728	+	6	6
1	188729	-	4	5
1	188851	+	7	9
1	188852	-	4	5
1	188869	+	7	9
1	188870	-	2	4
1	188888	+	9	9
1	188889	-	3	3
1	188899	+	7	8
1	188900	-	3	3
1	189192	+	7	7
1	189193	-	4	4
1	189204	+	7	7
1	189205	-	2	4
1	189214	+	7	7
1	189215	-	4	4
1	189231	+	7	7
1	189232	-	4	4
1	189238	+	3	8
1	189239	-	2	4
1	189253	+	6	7
1	189254	-	4	4
1	191291	+	2	5
1	192894	-	2	7
1	193381	+	5	7
1	193382	-	7	13
1	193393	+	4	7
1	193394	-	10	12
1	193432	+	6	6
1	193433	-	9	10
1	193494	+	6	8
1	193495	-	6	7
1	193508	+	7	9
1	193509	-	6	7
1	193515	+	7	8
1	193516	-	6	7
1	193524	+	7	8
1	193525	-	7	7
1	193526	+	6	8
1	193527	-	7	7
1	193587	+	5	6
1	193588	-	8	10
1	193607	+	5	6
1	193608	-	4	7
1	193639	+	6	7
1	193640	-	5	7
1	193656	+	5	6
1	193657	-	6	7
1	193665	+	6	6
1	193666	-	6	7
1	193693	+	4	7
1	193694	-	7	8
1	193853	-	2	8
1	197201	+	4	5
1	197202	-	3	3
1	197229	+	5	6
1	197230	-	2	5
1	197236	+	5	5
1	197237	-	3	5
1	197249	+	4	5
1	197250	-	5	5
1	197263	+	5	6
1	197264	-	6	6
1	197269	+	5	6
1	197270	-	5	6
1	197288	+	6	8
1	197289	-	3	5
1	197305	+	8	9
1	197306	-	5	6
1	197320	+	9	9
1	197321	-	5	5
1	197350	+	9	10
1	197351	-	3	5
1	197362	+	9	10
1	197363	-	2	4
1	197373	+	11	12
1	197374	-	6	6
1	197390	+	11	13
1	197391	-	3	4
1	197505	+	4	7
1	197506	-	2	3
1	197515	+	4	8
1	197668	+	2	4
1	197669	-	2	8
1	197801	+	3	8
1	197802	-	4	6
1	197813	+	7	11
1	197814	-	2	4
1	197837	+	5	12
1	200955	+	5	8
1	200956	-	6	6
1	201009	+	3	5
1	201010	-	6	6
1	201400	-	2	4
1	201414	+	3	4
1	201435	+	3	6
1	201436	-	2	4
1	213508	+	3	10
1	213509	-	3	10
1	213560	+	7	8
1	213561	-	5	7
1	213577	+	4	5
1	213578	-	6	8
1	213598	+	4	6
1	213599	-	2	6
1	213606	+	4	6
1	213607	-	2	5
1	213611	+	3	6
1	213612	-	6	6
1	213614	+	2	6
1	213615	-	5	6
1	213640	+	3	6
1	213641	-	5	8
1	213681	-	7	9
1	213730	+	3	9
1	213731	-	7	12
1	233602	+	2	5
1	233603	-	4	8
1	233613	+	5	5
1	233614	-	6	7
1	233626	+	4	5
1	233627	-	6	8
1	233633	+	4	4
1	233634	-	6	8
1	233951	+	6	8
1	233952	-	7	11
1	233982	+	6	6
1	233983	-	7	8
1	234018	+	7	8
1	234019	-	5	7
1	234026	+	7	9
1	234027	-	6	7
1	234136	+	5	5
1	234137	-	4	6
1	234144	+	3	4
1	234145	-	5	6
1	234221	+	10	10
1	234222	-	5	6
1	234256	+	10	11
1	234257	-	2	3
1	234333	+	3	5
1	234334	-	5	6
1	234361	+	3	4
1	234362	-	7	8
1	234370	+	3	5
1	234371	-	5	9
1	234384	+	6	6
1	234385	-	10	10
1	234417	+	6	7
1	234418	-	4	8
1	234429	+	5	6
1	234430	-	4	6
1	234539	+	8	10
1	234540	-	6	7
1	234547	+	8	10
1	234548	-	5	6
1	234617	+	8	8
1	234618	-	6	6
1	234628	+	6	7
1	234629	-	5	5
1	234838	+	14	14
1	234839	-	3	6
1	234948	+	4	5
1	234949	-	5	6
1	234950	+	5	5
1	234951	-	5	6
1	235188	+	6	6
1	235189	-	3	3
1	235190	+	5	6
1	235191	-	3	3
1	235342	+	7	8
1	235345	+	7	7
1	235556	+	8	8
1	235557	-	8	10
1	236051	+	1	1
1	236052	-	9	9
1	236121	+	3	3
1	236122	-	4	4
1	236182	+	6	7
1	236183	-	3	5
1	236189	+	5	6
1	236190	-	6	6
1	236221	+	7	7
1	236222	-	5	6
1	236273	+	5	5
1	236274	-	4	4
1	236276	+	5	5
1	236277	-	3	3
1	236395	+	2	3
1	236396	-	3	3
1	236417	+	5	5
1	236418	-	2	2
1	236434	+	3	3
1	236435	-	1	1
1	236527	+	6	7
1	236528	-	2	2
1	238367	+	3	3
1	238418	-	2	5
1	238446	+	3	5
1	238474	-	3	6
1	238483	-	6	6
1	238487	+	5	5
1	238488	-	3	4
1	238490	+	3	3
1	238491	-	4	4
1	238492	+	3	3
1	238493	-	3	4
1	238497	+	3	3
1	238498	-	4	4
1	238509	+	2	3
1	238510	-	5	5
1	238512	+	3	3
1	238513	-	5	5
1	238515	+	4	4
1	238516	-	5	5
1	238518	+	5	5
1	238519	-	6	6
1	238675	+	4	4
1	238676	-	4	4
1	238705	+	3	3
1	238706	-	5	5
1	238727	+	3	3
1	238728	-	4	4
1	238741	+	3	3
1	238742	-	3	3
1	238776	+	4	4
1	238777	-	5	5
1	238817	+	4	4
1	238818	-	7	7
1	238822	+	3	3
1	238823	-	7	7
1	238830	+	3	3
1	238831	-	6	7
1	238838	+	3	3
1	238839	-	6	6
1	238925	+	1	1
1	238926	-	1	1
1	238994	+	3	4
1	238995	-	4	5
1	239071	+	4	5
1	239072	-	3	3
1	239092	+	6	6
1	239093	-	6	6
1	239123	+	3	5
1	239124	-	7	7
1	239134	+	4	6
1	239135	-	7	7
1	239143	+	6	8
1	239144	-	8	8
1	239179	+	4	7
1	239180	-	5	8
1	239229	+	4	9
1	239230	-	6	6
1	239249	+	3	7
1	239250	-	3	5
1	239272	+	3	6
1	239273	-	2	2
1	239291	+	2	4
1	239292	-	3	3
1	239326	-	2	4
1	240981	+	3	4
1	240982	-	3	6
1	240991	+	3	3
1	240992	-	6	6
1	241109	+	3	3
1	241110	-	6	8
1	241111	+	3	3
1	241112	-	6	8
1	241114	+	2	3
1	241115	-	8	9
1	241158	-	7	11
1	241190	+	2	2
1	241191	-	12	13
1	241198	+	2	2
1	241199	-	11	13
1	241309	+	6	9
1	241310	-	11	11
1	241323	-	2	11
