chr	pos	strand	M	Cov
1	25668	+	6	7
1	25669	-	10	11
1	25671	+	6	7
1	25672	-	10	10
1	25708	+	7	10
1	25772	+	11	12
1	25773	-	9	9
1	25782	+	10	13
1	25783	-	9	9
1	25830	+	14	14
1	25831	-	7	9
1	25843	+	14	17
1	25844	-	8	11
1	25861	+	15	15
1	25862	-	11	12
1	25864	+	14	16
1	25865	-	11	12
1	25946	+	5	5
1	25947	-	10	14
1	25960	+	6	6
1	25961	-	12	13
1	26087	+	9	11
1	26088	-	4	6
1	26099	+	9	9
1	26100	-	6	6
1	26113	+	9	10
1	26114	-	8	8
1	26192	-	4	13
1	26350	+	11	12
1	26351	-	8	11
1	26360	+	11	12
1	26361	-	12	12
1	26365	+	12	12
1	26366	-	11	11
1	26379	+	11	11
1	26380	-	9	11
1	26402	+	9	10
1	26403	-	5	5
1	26408	+	11	11
1	26409	-	4	4
1	26557	+	8	8
1	26558	-	6	7
1	26562	+	8	8
1	26563	-	4	4
1	26600	+	4	5
1	26601	-	8	8
1	26649	+	4	4
1	26650	-	10	11
1	26728	+	2	2
1	26729	-	10	11
1	26730	+	2	2
1	26731	-	10	11
1	26786	+	2	3
1	26787	-	8	8
1	26920	+	6	7
1	26921	-	9	10
1	27148	+	3	6
1	27149	-	4	4
1	27162	+	7	7
1	27163	-	5	5
1	27184	+	6	6
1	27185	-	5	5
1	27484	+	8	9
1	27485	-	12	12
1	27499	+	11	11
1	27500	-	13	13
1	27501	+	9	11
1	27502	-	12	14
1	27624	+	5	5
1	27625	-	14	14
1	27650	+	9	9
1	27651	-	15	15
1	27843	+	8	8
1	27844	-	7	8
1	27872	+	10	10
1	27873	-	8	8
1	27977	+	5	5
1	27978	-	7	9
1	27989	+	5	6
1	27990	-	7	7
1	28015	+	7	9
1	28016	-	6	6
1	28020	+	10	11
1	28021	-	5	5
1	28032	+	11	11
1	28033	-	5	5
1	28090	+	13	15
1	28091	-	2	2
1	28158	+	17	17
1	28159	-	5	5
1	28299	+	9	10
1	28300	-	5	5
1	28308	+	7	8
1	28309	-	2	4
1	28315	+	7	7
1	28316	-	8	8
1	28323	+	7	8
1	28324	-	8	9
1	28515	+	6	8
1	28516	-	6	6
1	28753	+	4	6
1	28754	-	4	9
1	28763	+	5	5
1	28764	-	8	8
1	28789	+	2	4
1	28790	-	7	12
1	28848	+	7	7
1	28849	-	8	10
1	28859	+	2	7
1	28860	-	4	11
1	28923	+	8	12
1	28924	-	4	12
1	28947	+	12	12
1	28948	-	10	11
1	28958	+	12	13
1	28959	-	11	12
1	28964	+	12	12
1	28965	-	12	12
1	28978	+	11	11
1	28979	-	9	10
1	29179	+	4	6
1	29180	-	11	11
1	29184	+	6	6
1	29185	-	10	12
1	29206	+	7	8
1	29207	-	12	12
1	29232	+	8	8
1	29233	-	13	13
1	29255	+	6	7
1	29256	-	8	11
1	29287	+	3	7
1	29288	-	2	7
1	29382	+	6	7
1	29383	-	5	7
1	29387	+	9	9
1	29388	-	7	7
1	29392	+	6	8
1	29393	-	4	6
1	29397	+	8	8
1	29398	-	6	6
1	29427	+	6	6
1	29428	-	8	8
1	29434	+	6	7
1	29435	-	8	8
1	29437	+	7	8
1	29438	-	4	7
1	29463	+	8	8
1	29464	-	7	7
1	29470	+	6	6
1	29471	-	7	7
1	29494	+	4	4
1	29495	-	7	7
1	29506	+	7	8
1	29507	-	6	6
1	29562	+	14	16
1	29563	-	2	3
1	29567	+	16	16
1	29568	-	2	3
1	29626	+	9	10
1	29627	-	4	5
1	29629	+	9	10
1	29630	-	4	5
1	29704	+	6	10
1	29705	-	4	5
1	29755	+	2	9
1	29756	-	4	7
1	29887	+	2	3
1	29888	-	7	8
1	29889	+	2	3
1	29890	-	8	8
1	29951	+	7	10
1	29952	-	7	8
1	29966	+	10	10
1	29967	-	8	8
1	29976	+	10	10
1	29977	-	8	8
1	29986	+	10	13
1	29987	-	8	8
1	29999	+	10	10
1	30000	-	8	8
1	30001	+	10	10
1	30002	-	8	8
1	30006	+	12	12
1	30007	-	6	8
1	30035	+	10	10
1	30036	-	9	10
1	30040	+	10	10
1	30041	-	10	10
1	30055	+	10	11
1	30056	-	9	10
1	30175	+	6	7
1	30176	-	7	7
1	30183	+	6	7
1	30184	-	4	5
1	30189	+	7	8
1	30190	-	5	5
1	30354	-	2	15
1	30464	+	10	11
1	30465	-	5	6
1	30469	+	11	13
1	30470	-	7	7
1	30484	+	13	13
1	30485	-	6	7
1	30542	+	8	8
1	30543	-	6	7
1	30561	+	9	10
1	30562	-	7	7
1	30564	+	10	10
1	30565	-	6	7
1	30584	+	9	10
1	30585	-	6	6
1	30593	+	8	8
1	30594	-	5	5
1	30623	+	7	12
1	30624	-	5	5
1	30630	+	10	12
1	30631	-	3	5
1	30690	+	12	16
1	30691	-	2	5
1	30698	+	15	15
1	30699	-	3	5
1	30714	+	13	16
1	30715	-	4	4
1	30752	+	4	19
1	30753	-	2	4
1	30758	+	2	17
1	30878	+	4	8
1	30879	-	2	2
1	31698	+	12	14
1	31699	-	3	4
1	31706	+	7	12
1	31707	-	2	4
1	31709	+	6	11
1	31710	-	3	4
1	31724	+	3	10
1	31969	+	10	13
1	31970	-	2	7
1	31983	+	7	12
1	31984	-	3	7
1	32136	+	8	12
1	34568	-	3	10
1	35020	+	5	7
1	35021	-	8	8
1	35027	+	11	11
1	35028	-	8	8
1	35042	+	12	12
1	35043	-	7	8
1	35050	+	12	12
1	35051	-	7	7
1	35230	+	4	5
1	35231	-	4	5
1	35423	+	5	6
1	35424	-	10	11
1	35425	+	6	6
1	35426	-	9	10
1	35883	+	9	9
1	35884	-	8	9
1	35892	+	8	11
1	35893	-	7	9
1	35900	+	10	11
1	35901	-	10	10
1	36090	+	12	12
1	36091	-	4	4
1	36099	+	13	13
1	36100	-	6	6
1	39973	-	2	9
1	42545	+	5	15
1	42546	-	3	11
1	44726	+	14	17
1	44727	-	12	13
1	47947	-	4	11
1	47963	-	3	9
1	55841	+	11	14
1	55842	-	7	9
1	55919	+	5	5
1	55920	-	15	20
1	55921	+	3	5
1	55922	-	18	19
1	55937	+	4	5
1	55938	-	18	19
1	55997	+	3	4
1	55998	-	14	16
1	56015	+	4	4
1	56016	-	14	14
1	56024	+	3	5
1	56025	-	17	17
1	56042	+	4	4
1	56043	-	17	17
1	56075	+	6	6
1	56076	-	15	16
1	56093	+	7	8
1	56094	-	15	15
1	56120	+	7	7
1	56121	-	17	17
1	56147	+	6	6
1	56148	-	20	20
1	56156	+	6	6
1	56157	-	19	20
1	56201	+	4	4
1	56202	-	16	17
1	56211	+	4	4
1	56212	-	16	18
1	56240	+	6	7
1	56241	-	17	20
1	56258	+	6	7
1	56259	-	17	17
1	56267	+	7	8
1	56268	-	18	19
1	56404	+	15	15
1	56405	-	19	19
1	56429	+	12	13
1	56430	-	21	23
1	56439	+	10	11
1	56440	-	20	21
1	56458	+	8	8
1	56459	-	18	19
1	56519	+	6	6
1	56520	-	7	9
1	56541	+	3	5
1	56542	-	5	6
1	65144	+	4	14
1	70632	-	2	10
1	70683	+	6	12
1	70684	-	5	6
1	70691	+	3	12
1	70692	-	5	7
1	70720	+	4	13
1	70721	-	3	5
1	70788	+	2	7
1	70789	-	9	13
1	70834	+	2	5
1	70835	-	8	15
1	70865	+	3	7
1	70866	-	6	12
1	70876	+	3	6
1	70877	-	6	13
1	71115	-	3	10
1	71861	+	4	12
1	71872	+	9	13
1	71873	-	2	12
1	71879	+	11	16
1	71880	-	11	12
1	71897	+	12	16
1	71898	-	6	11
1	76838	+	4	14
1	76839	-	5	8
1	76856	+	4	10
1	76857	-	7	8
1	76943	+	7	10
1	76944	-	5	9
1	77000	+	5	12
1	77001	-	4	4
1	77036	+	9	12
1	77037	-	5	5
1	77038	+	10	12
1	77039	-	4	5
1	77059	+	9	11
1	77220	+	7	13
1	77221	-	3	6
1	77222	+	5	13
1	77223	-	4	6
1	77229	+	4	13
1	77230	-	3	5
1	77241	+	6	13
1	77242	-	4	6
1	77352	+	4	6
1	77353	-	3	6
1	77368	+	7	7
1	77369	-	2	4
1	77371	+	8	8
1	77372	-	3	4
1	77378	+	7	8
1	77379	-	4	4
1	77391	+	8	8
1	77392	-	5	5
1	80868	+	2	10
1	84688	+	2	14
1	92671	+	4	5
1	92672	-	7	7
1	92865	+	10	10
1	92866	-	9	9
1	92875	+	6	8
1	92876	-	6	8
1	92889	+	7	9
1	92890	-	5	7
1	93220	+	4	5
1	93221	-	5	7
1	93325	+	4	6
1	93326	-	7	10
1	93531	+	8	10
1	93532	-	7	7
1	93535	+	7	10
1	93536	-	6	7
1	93798	+	14	15
1	93799	-	7	9
1	93807	+	11	14
1	93808	-	6	8
1	93831	+	10	15
1	93832	-	2	6
1	93834	+	12	15
1	93835	-	8	8
1	93981	+	6	8
1	93982	-	3	3
1	93991	+	8	9
1	93992	-	5	5
1	94025	+	12	13
1	94026	-	2	2
1	94151	+	4	14
1	94181	+	12	13
1	94182	-	5	5
1	94410	+	9	12
1	94411	-	5	7
1	94415	+	10	11
1	94416	-	6	7
1	94457	+	8	12
1	94458	-	6	8
1	94609	+	10	11
1	94610	-	5	8
1	94612	+	11	11
1	94613	-	7	8
1	94621	+	9	11
1	94622	-	6	7
1	94633	+	9	10
1	94634	-	6	7
1	94711	+	5	8
1	94712	-	3	6
1	94778	+	3	10
1	94779	-	3	7
1	94800	+	6	10
1	94801	-	5	7
1	94991	+	2	6
1	94992	-	5	10
1	95014	+	3	4
1	95015	-	4	10
1	95020	-	2	11
1	95240	+	2	9
1	95247	+	5	10
1	95256	+	6	10
1	95257	-	2	2
1	95263	+	2	10
1	98031	+	5	13
1	98032	-	2	9
1	98038	+	4	12
1	98231	+	3	4
1	98232	-	6	9
1	98567	+	3	4
1	98568	-	6	7
1	98573	+	3	4
1	98574	-	8	9
1	101031	+	2	5
1	101049	+	3	7
1	101050	-	2	6
1	101184	+	5	12
1	101193	+	9	12
1	101194	-	3	6
1	110543	+	3	6
1	110544	-	2	4
1	110633	+	5	10
1	110702	+	6	10
1	110703	-	4	7
1	110750	+	5	6
1	110751	-	2	3
1	110851	+	12	13
1	110853	+	14	14
1	110871	+	14	15
1	110879	+	13	15
1	110880	-	1	1
1	110943	+	9	10
1	110955	+	9	9
1	110987	+	9	9
1	111003	+	11	11
1	111004	-	1	1
1	111005	+	10	11
1	111006	-	2	2
1	111021	+	11	12
1	111030	+	12	14
1	111031	-	3	3
1	111032	+	15	15
1	111033	-	3	3
1	111158	+	3	14
1	111173	+	12	15
1	111174	-	3	3
1	111194	+	2	14
1	121756	+	5	6
1	121757	-	6	6
1	121770	+	2	5
1	121771	-	5	5
1	121780	+	3	4
1	121781	-	4	4
1	121790	+	3	3
1	121791	-	4	4
1	121826	+	2	2
1	121827	-	7	8
1	121829	+	2	2
1	121830	-	7	7
1	121845	+	2	3
1	121887	+	2	5
1	121888	-	3	11
1	121934	+	5	6
1	121935	-	6	6
1	121947	+	6	6
1	121948	-	6	6
1	121964	+	5	7
1	121965	-	9	9
1	122005	-	3	9
1	122139	+	9	9
1	122140	-	4	4
1	122168	+	3	6
1	122169	-	4	5
1	122196	+	2	3
1	122197	-	6	6
1	122199	+	2	3
1	122200	-	6	6
1	122305	+	4	5
1	122306	-	2	2
1	122315	+	5	5
1	122316	-	2	2
1	122325	+	2	4
1	122403	+	3	4
1	122404	-	3	5
1	122713	-	5	8
1	122814	+	3	3
1	122815	-	8	9
1	122921	+	2	8
1	122934	+	8	8
1	122935	-	4	5
1	122940	+	5	7
1	122941	-	5	5
1	122943	+	8	8
1	122944	-	5	5
1	122953	+	9	9
1	122954	-	4	4
1	122958	+	10	10
1	122959	-	5	5
1	123077	+	2	2
1	123078	-	11	11
1	123113	+	5	5
1	123114	-	10	10
1	123158	+	2	3
1	123159	-	5	5
1	123169	+	3	3
1	123170	-	4	4
1	123172	+	3	3
1	123173	-	4	5
1	123188	-	4	4
1	123210	+	2	3
1	123211	-	3	4
1	123222	+	2	3
1	123223	-	7	7
1	123263	+	2	2
1	123264	-	9	10
1	123273	-	9	9
1	123275	+	2	2
1	123276	-	9	9
1	123365	+	1	1
1	123447	+	6	7
1	123448	-	9	9
1	123610	+	10	13
1	123611	-	9	12
1	123628	+	9	10
1	123629	-	13	13
1	123652	+	7	7
1	123653	-	11	12
1	123661	+	6	6
1	123662	-	12	12
1	123810	+	7	9
1	123811	-	7	8
1	123812	+	8	9
1	123813	-	7	7
1	123835	+	7	7
1	123836	-	4	5
1	123837	+	6	6
1	123838	-	5	5
1	123998	+	7	8
1	123999	-	3	5
1	124025	+	8	8
1	124026	-	4	5
1	124191	+	9	9
1	124192	-	6	6
1	124198	+	9	9
1	124199	-	5	6
1	124222	+	7	8
1	124223	-	4	4
1	124353	+	10	10
1	124354	-	13	13
1	124378	+	12	12
1	124379	-	14	15
1	124382	+	11	13
1	124383	-	13	14
1	124463	+	12	13
1	124464	-	5	5
1	124465	+	12	13
1	124466	-	5	5
1	124766	+	14	14
1	124767	-	5	5
1	124790	+	13	14
1	124791	-	3	4
1	124802	+	10	13
1	124803	-	3	4
1	125304	+	11	11
1	125305	-	12	13
1	125344	+	9	9
1	125345	-	12	13
1	125404	+	9	10
1	125405	-	10	10
1	125431	+	8	10
1	125432	-	9	11
1	125619	+	9	10
1	125620	-	6	7
1	125718	+	7	8
1	125719	-	8	10
1	125757	+	6	7
1	125758	-	10	11
1	125763	+	8	8
1	125764	-	9	11
1	125799	+	5	8
1	125800	-	9	11
1	125806	+	8	9
1	125807	-	12	12
1	125941	+	4	8
1	125942	-	6	9
1	125979	+	8	8
1	125980	-	9	10
1	126109	+	3	3
1	126110	-	10	10
1	126219	+	1	1
1	126220	-	8	8
1	126224	+	1	1
1	126225	-	8	8
1	126235	-	8	9
1	126250	-	9	10
1	126253	-	6	8
1	126353	+	2	3
1	126354	-	9	11
1	126505	+	3	7
1	126506	-	10	15
1	126527	+	8	9
1	126528	-	14	14
1	126980	+	6	6
1	126981	-	3	3
1	127026	+	2	2
1	127027	-	6	6
1	127075	+	3	3
1	127076	-	7	7
1	127101	+	4	5
1	127102	-	6	6
1	127116	+	4	5
1	127117	-	6	6
1	127183	+	3	3
1	127184	-	2	2
1	127185	+	3	3
1	127186	-	2	2
1	127269	+	5	5
1	127270	-	3	6
1	127278	+	4	4
1	127279	-	5	6
1	127284	+	3	4
1	127285	-	5	6
1	127372	+	4	4
1	127373	-	5	8
1	127378	+	5	5
1	127379	-	5	8
1	127393	+	5	6
1	127394	-	7	7
1	127396	+	5	6
1	127397	-	5	7
1	127405	+	5	7
1	127406	-	5	7
1	132538	+	2	3
1	132539	-	4	8
1	132544	-	4	7
1	132545	+	2	2
1	132546	-	5	8
1	132548	+	2	2
1	132551	-	3	9
1	132560	-	2	10
1	133169	+	6	6
1	133170	-	2	6
1	133176	+	3	5
1	133177	-	4	6
1	133179	-	2	6
1	134687	+	10	11
1	134688	-	7	7
1	134689	+	12	12
1	134690	-	4	7
1	134700	+	12	12
1	134701	-	3	6
1	134751	+	9	12
1	134752	-	6	6
1	134758	+	7	11
1	134759	-	2	6
1	134762	+	6	10
1	134763	-	6	6
1	134773	+	2	8
1	134817	+	5	6
1	134818	-	8	9
1	134823	+	6	7
1	134824	-	5	8
1	134857	+	2	5
1	134858	-	4	9
1	134920	+	2	16
1	136852	+	5	13
1	136853	-	7	8
1	137015	+	4	4
1	137016	-	11	11
1	137022	+	2	3
1	137023	-	11	11
1	137064	+	3	5
1	137065	-	9	10
1	137114	+	9	11
1	137115	-	9	9
1	137136	+	11	14
1	137137	-	8	9
1	137148	+	12	14
1	137149	-	8	8
1	137178	+	9	13
1	137179	-	3	4
1	137214	+	11	11
1	137215	-	4	4
1	137229	+	12	12
1	137230	-	2	3
1	137233	+	9	13
1	137234	-	3	3
1	137242	+	3	11
1	137243	-	3	3
1	137268	+	4	15
1	137375	+	7	7
1	137376	-	1	1
1	137379	+	5	6
1	137380	-	1	1
1	137400	+	6	8
1	137435	+	12	12
1	137436	-	2	2
1	137445	+	11	11
1	137446	-	2	2
1	137484	+	9	9
1	137485	-	1	1
1	137646	+	8	10
1	137647	-	3	6
1	137649	+	7	10
1	137650	-	2	6
1	137655	+	10	10
1	137656	-	2	5
1	138549	-	2	6
1	138574	-	2	8
1	138576	-	2	7
1	142738	+	2	20
1	142748	+	4	20
1	144348	-	2	10
1	148683	+	3	5
1	148684	-	5	10
1	149650	-	1	1
1	154098	+	2	8
1	154108	+	3	9
1	154109	-	2	3
1	154110	+	2	9
1	154119	+	2	9
1	160270	-	2	3
1	160280	-	2	3
1	160428	+	6	7
1	160429	-	3	7
1	160607	+	3	3
1	160608	-	8	10
1	160706	+	3	5
1	160707	-	6	6
1	160732	+	4	4
1	160733	-	9	10
1	160744	+	2	5
1	160793	+	2	3
1	160794	-	10	12
1	160869	+	3	3
1	160870	-	8	8
1	160902	+	4	4
1	160903	-	6	6
1	160910	+	3	5
1	160911	-	5	5
1	160927	+	5	5
1	160928	-	4	5
1	160974	+	5	5
1	160975	-	4	4
1	160998	+	3	4
1	160999	-	2	2
1	161000	+	3	5
1	161001	-	3	3
1	161017	+	4	4
1	161018	-	3	3
1	161030	+	4	4
1	161031	-	5	6
1	161041	+	4	4
1	161042	-	7	7
1	161043	+	4	4
1	161044	-	7	7
1	161075	+	9	9
1	161076	-	8	8
1	161094	+	8	8
1	161095	-	8	8
1	161115	+	2	10
1	161209	+	4	5
1	161210	-	4	4
1	161214	+	5	5
1	161215	-	4	4
1	161385	+	6	6
1	161386	-	2	2
1	161390	+	5	5
1	161391	-	2	2
1	161410	+	6	6
1	161411	-	6	6
1	161413	+	4	7
1	161543	+	7	7
1	161544	-	4	5
1	161556	+	5	6
1	161557	-	4	4
1	161589	+	3	4
1	161590	-	3	3
1	161595	+	3	4
1	161596	-	3	3
1	161677	+	6	8
1	161678	-	5	9
1	161682	+	8	9
1	161683	-	8	9
1	161790	+	13	15
1	161792	+	8	15
1	161793	-	1	1
1	164722	+	4	5
1	164723	-	4	5
1	164733	+	2	5
1	164734	-	4	5
1	165075	+	7	7
1	165076	-	6	7
1	165091	+	5	6
1	165092	-	6	11
1	165139	+	8	8
1	165140	-	5	12
1	165141	+	8	8
1	165142	-	9	12
1	165145	+	8	8
1	165146	-	11	11
1	165358	+	8	8
1	165359	-	6	6
1	165369	+	7	7
1	165370	-	6	6
1	165522	-	5	6
1	165536	-	7	8
1	165540	+	3	3
1	165541	-	8	8
1	165581	+	2	2
1	165582	-	9	9
1	165603	+	1	1
1	165604	-	7	8
1	165608	+	1	1
1	165609	-	9	9
1	165624	+	3	3
1	165625	-	8	8
1	165755	-	2	9
1	165771	+	2	7
1	165772	-	7	9
1	165774	+	4	5
1	165775	-	7	9
1	165781	+	3	4
1	165782	-	4	8
1	165977	+	9	9
1	165978	-	8	14
1	165989	+	9	10
1	165990	-	11	13
1	165994	+	10	10
1	165995	-	11	12
1	166011	+	5	8
1	166012	-	9	12
1	166020	+	6	7
1	166021	-	13	13
1	166032	+	8	8
1	166033	-	9	13
1	166052	+	3	10
1	166169	+	2	13
1	170293	+	2	8
1	185499	-	1	1
1	188561	+	9	10
1	188562	-	6	7
1	188728	+	10	12
1	188729	-	4	5
1	188851	+	7	7
1	188852	-	4	4
1	188869	+	7	9
1	188870	-	3	4
1	188888	+	12	13
1	188889	-	4	4
1	188899	+	12	15
1	188900	-	2	2
1	189192	+	9	10
1	189193	-	4	4
1	189204	+	10	11
1	189214	+	10	13
1	189215	-	4	4
1	189231	+	7	7
1	189232	-	2	2
1	189238	+	6	6
1	189239	-	3	3
1	189253	+	7	7
1	189254	-	4	5
1	191292	-	2	13
1	193381	+	5	9
1	193382	-	5	9
1	193393	+	8	11
1	193394	-	11	12
1	193432	+	9	14
1	193433	-	11	11
1	193494	+	10	10
1	193495	-	8	9
1	193508	+	7	10
1	193509	-	5	8
1	193515	+	9	10
1	193516	-	5	6
1	193524	+	8	8
1	193525	-	5	5
1	193526	+	7	8
1	193527	-	4	5
1	193587	+	5	10
1	193588	-	7	9
1	193607	+	10	12
1	193608	-	8	9
1	193639	+	12	13
1	193640	-	6	8
1	193656	+	11	14
1	193657	-	5	7
1	193665	+	12	13
1	193666	-	3	5
1	193693	+	7	11
1	193694	-	8	8
1	193852	+	3	13
1	193853	-	10	18
1	197201	+	4	7
1	197229	+	6	6
1	197230	-	3	4
1	197236	+	4	6
1	197237	-	4	5
1	197249	+	8	8
1	197250	-	3	3
1	197263	+	7	7
1	197264	-	2	3
1	197269	+	6	7
1	197270	-	2	3
1	197288	+	6	7
1	197289	-	1	1
1	197305	+	5	6
1	197306	-	1	1
1	197320	+	5	6
1	197321	-	1	1
1	197350	+	3	3
1	197362	+	2	2
1	197363	-	2	3
1	197373	+	3	3
1	197374	-	4	4
1	197390	+	4	4
1	197391	-	5	6
1	197506	-	3	6
1	197598	+	2	8
1	197793	-	2	8
1	197801	+	5	9
1	197802	-	5	9
1	197813	+	5	8
1	197814	-	3	10
1	197837	+	3	8
1	200955	+	2	3
1	200956	-	6	8
1	201009	+	2	3
1	201010	-	9	9
1	201177	+	4	13
1	201399	+	3	8
1	201400	-	3	9
1	201414	+	7	13
1	201415	-	7	8
1	201435	+	6	10
1	201436	-	4	8
1	201471	+	2	14
1	213508	+	3	11
1	213509	-	5	14
1	213560	+	7	9
1	213561	-	11	15
1	213577	+	10	12
1	213578	-	9	14
1	213598	+	6	11
1	213599	-	10	15
1	213606	+	9	13
1	213607	-	9	13
1	213611	+	10	13
1	213612	-	10	12
1	213614	+	10	15
1	213615	-	11	12
1	213640	+	8	19
1	213641	-	7	9
1	213680	+	8	14
1	213681	-	13	15
1	213730	+	4	17
1	213731	-	6	15
1	226536	-	1	1
1	231246	-	2	10
1	231268	+	1	1
1	233602	+	5	6
1	233613	+	4	7
1	233614	-	2	3
1	233626	+	5	6
1	233627	-	2	3
1	233633	+	4	7
1	233634	-	3	3
1	233951	+	7	12
1	233952	-	5	11
1	233982	+	9	9
1	233983	-	9	9
1	234018	+	5	7
1	234019	-	13	13
1	234026	+	5	6
1	234027	-	10	12
1	234136	+	7	9
1	234137	-	8	11
1	234144	+	7	8
1	234145	-	12	12
1	234221	+	6	6
1	234222	-	8	12
1	234256	+	7	7
1	234257	-	10	13
1	234333	+	6	6
1	234334	-	7	7
1	234361	+	4	5
1	234362	-	5	7
1	234370	+	7	7
1	234371	-	6	10
1	234384	+	9	9
1	234385	-	10	10
1	234417	+	9	11
1	234418	-	8	10
1	234429	+	8	9
1	234430	-	9	10
1	234539	+	7	9
1	234540	-	6	8
1	234547	+	7	11
1	234548	-	4	7
1	234617	+	6	8
1	234618	-	5	5
1	234628	+	9	9
1	234629	-	4	6
1	234838	+	9	9
1	234839	-	8	9
1	234948	+	9	11
1	234949	-	5	6
1	234950	+	10	11
1	234951	-	3	5
1	234967	+	2	11
1	235188	+	11	11
1	235189	-	4	4
1	235190	+	10	11
1	235191	-	3	3
1	235342	+	13	13
1	235343	-	5	5
1	235345	+	12	13
1	235346	-	5	5
1	235556	+	14	15
1	235557	-	9	11
1	236051	+	4	4
1	236052	-	6	6
1	236121	+	4	4
1	236122	-	5	7
1	236182	+	9	9
1	236183	-	4	4
1	236189	+	9	9
1	236190	-	3	4
1	236221	+	10	11
1	236222	-	4	4
1	236273	+	13	13
1	236274	-	3	4
1	236276	+	14	15
1	236277	-	3	4
1	236395	+	10	11
1	236396	-	5	5
1	236417	+	11	11
1	236418	-	6	6
1	236434	+	11	11
1	236435	-	6	6
1	236527	+	4	5
1	236528	-	9	10
1	238367	+	9	10
1	238368	-	17	22
1	238417	+	8	9
1	238418	-	11	14
1	238446	+	5	6
1	238447	-	18	19
1	238473	+	4	7
1	238474	-	11	14
1	238482	+	7	8
1	238483	-	11	13
1	238487	+	5	7
1	238488	-	12	13
1	238490	+	6	7
1	238491	-	14	14
1	238492	+	6	7
1	238493	-	14	14
1	238497	+	6	8
1	238498	-	14	15
1	238509	+	7	8
1	238510	-	13	14
1	238512	+	6	7
1	238513	-	13	14
1	238515	+	5	7
1	238516	-	13	13
1	238518	+	7	7
1	238519	-	13	13
1	238675	+	6	6
1	238676	-	5	8
1	238705	+	4	4
1	238706	-	8	8
1	238727	+	4	4
1	238728	-	6	9
1	238741	+	2	3
1	238742	-	6	9
1	238776	+	2	2
1	238777	-	6	7
1	238817	+	2	2
1	238818	-	5	7
1	238822	+	2	2
1	238823	-	7	7
1	238830	+	3	3
1	238831	-	7	8
1	238838	+	4	4
1	238839	-	6	8
1	238925	+	6	7
