chr	pos	strand	M	Cov
1	26409	-	6	6
1	26557	+	2	2
1	26558	-	4	4
1	26562	+	2	2
1	26563	-	3	3
1	26600	+	2	2
1	26601	-	4	4
1	26649	+	1	1
1	26650	-	4	4
1	26728	+	2	2
1	26729	-	5	5
1	26730	+	3	3
1	26731	-	5	5
1	26786	+	4	4
1	26787	-	4	4
1	26920	+	5	5
1	26921	-	1	1
1	26959	+	5	5
1	26960	-	1	1
1	27148	+	7	7
1	27149	-	3	3
1	27162	+	10	10
1	27163	-	4	4
1	27184	+	8	8
1	27185	-	3	5
1	27484	+	4	5
1	27485	-	1	1
1	27499	+	6	6
1	27500	-	3	3
1	27501	+	5	6
1	27502	-	3	3
1	27624	+	3	4
1	27625	-	6	6
1	27650	+	4	4
1	27651	-	9	9
1	27843	+	6	7
1	27844	-	3	3
1	27977	+	3	3
1	27978	-	3	4
1	27989	+	3	3
1	27990	-	5	5
1	28015	+	4	5
1	28016	-	4	4
1	28020	+	4	5
1	28021	-	4	4
1	28032	+	3	4
1	28033	-	4	4
1	28158	+	6	7
1	28159	-	3	3
1	28299	+	4	4
1	28300	-	1	1
1	28308	+	4	4
1	28309	-	1	1
1	28315	+	5	5
1	28316	-	1	1
1	28323	+	6	6
1	28324	-	1	1
1	28630	+	8	8
1	28631	-	7	8
1	28764	-	8	8
1	28848	+	1	1
1	28849	-	6	6
1	28859	+	1	1
1	28860	-	7	7
1	28923	+	3	3
1	28924	-	4	4
1	28947	+	4	4
1	28948	-	5	6
1	28958	+	4	5
1	28959	-	4	4
1	28964	+	3	4
1	28965	-	5	5
1	28978	+	4	5
1	28979	-	5	6
1	29179	+	2	3
1	29180	-	2	2
1	29184	+	2	3
1	29185	-	2	2
1	29206	+	3	4
1	29207	-	3	3
1	29255	+	3	4
1	29256	-	3	3
1	29382	+	5	5
1	29383	-	5	6
1	29387	+	5	5
1	29388	-	5	5
1	29392	+	4	5
1	29393	-	4	5
1	29397	+	6	6
1	29398	-	5	6
1	29427	+	6	6
1	29428	-	5	6
1	29434	+	6	6
1	29435	-	5	6
1	29437	+	6	7
1	29438	-	4	5
1	29463	+	5	6
1	29464	-	3	4
1	29470	+	6	6
1	29471	-	4	5
1	29494	+	8	8
1	29495	-	6	6
1	29506	+	7	7
1	29507	-	6	6
1	29562	+	8	8
1	29563	-	5	5
1	29567	+	9	9
1	29568	-	4	4
1	29586	+	9	10
1	29587	-	2	2
1	29755	+	2	2
1	29756	-	2	2
1	29887	+	1	1
1	29888	-	3	3
1	29889	+	1	1
1	29890	-	3	3
1	29966	+	3	3
1	29967	-	4	4
1	29976	+	4	4
1	29977	-	4	4
1	29986	+	4	4
1	29987	-	4	4
1	29999	+	4	4
1	30000	-	4	4
1	30001	+	4	4
1	30002	-	5	5
1	30006	+	4	4
1	30007	-	4	4
1	30035	+	2	2
1	30036	-	5	5
1	30040	+	2	2
1	30041	-	4	4
1	30050	-	4	4
1	30055	+	3	3
1	30056	-	4	4
1	30175	+	2	7
1	30183	+	5	7
1	30184	-	6	6
1	30189	+	6	6
1	30190	-	6	7
1	30464	+	6	6
1	30465	-	4	4
1	30469	+	4	4
1	30470	-	4	4
1	30484	+	6	7
1	30485	-	4	4
1	30521	+	10	10
1	30522	-	6	6
1	30542	+	4	9
1	30543	-	3	6
1	30561	+	9	9
1	30562	-	6	6
1	30564	+	10	10
1	30565	-	5	6
1	30584	+	6	6
1	30585	-	5	5
1	30593	+	7	7
1	30594	-	4	4
1	30623	+	4	4
1	30624	-	4	4
1	30630	+	3	3
1	30631	-	4	4
1	30690	+	4	4
1	30691	-	3	3
1	30698	+	3	3
1	30699	-	3	3
1	30714	+	3	3
1	30715	-	3	3
1	30878	+	8	9
1	31698	+	9	10
1	31699	-	6	7
1	31706	+	6	8
1	31707	-	6	6
1	31709	+	6	7
1	31710	-	6	6
1	31983	+	2	3
1	31984	-	6	7
1	32136	+	6	7
1	32137	-	5	5
1	35020	+	5	5
1	35021	-	4	4
1	35027	+	7	7
1	35028	-	4	4
1	35042	+	7	7
1	35043	-	3	3
1	35050	+	6	6
1	35051	-	2	2
1	35424	-	6	7
1	35425	+	1	1
1	35426	-	6	7
1	35842	+	8	8
1	35843	-	6	9
1	35859	+	9	9
1	35860	-	6	8
1	35884	-	2	10
1	35892	+	7	8
1	35893	-	9	9
1	35900	+	6	8
1	35901	-	7	7
1	36090	+	8	8
1	36091	-	6	6
1	36099	+	10	10
1	36100	-	9	9
1	42234	+	4	7
1	42235	-	5	6
1	42545	+	3	3
1	42546	-	6	7
1	42689	+	8	8
1	42690	-	12	12
1	43149	+	4	7
1	43150	-	3	5
1	43163	+	3	7
1	43164	-	2	5
1	44726	+	5	6
1	44727	-	7	8
1	47946	+	4	5
1	47947	-	1	1
1	47962	+	4	4
1	47963	-	3	3
1	54300	+	3	3
1	54301	-	2	2
1	54306	+	2	2
1	54307	-	2	2
1	55841	+	5	6
1	55842	-	9	9
1	55919	+	3	3
1	55920	-	7	8
1	55921	+	4	4
1	55922	-	8	8
1	55937	+	4	4
1	55938	-	7	8
1	55997	+	2	3
1	55998	-	5	5
1	56015	+	3	3
1	56016	-	7	7
1	56024	+	2	2
1	56025	-	7	7
1	56042	+	2	2
1	56043	-	6	6
1	56075	+	3	4
1	56076	-	5	6
1	56093	+	5	5
1	56094	-	7	7
1	56120	+	6	6
1	56121	-	3	3
1	56147	+	6	7
1	56148	-	5	5
1	56156	+	7	8
1	56157	-	7	7
1	56201	+	7	8
1	56202	-	10	10
1	56211	+	5	7
1	56212	-	9	11
1	56240	+	7	8
1	56241	-	9	11
1	56258	+	6	7
1	56259	-	8	10
1	56267	+	7	8
1	56268	-	8	11
1	56404	+	7	7
1	56405	-	5	6
1	56429	+	8	8
1	56430	-	6	7
1	56439	+	8	8
1	56440	-	8	9
1	56458	+	8	8
1	56459	-	7	8
1	56519	+	1	1
1	56520	-	7	7
1	56541	+	2	2
1	56542	-	5	5
1	58263	+	2	3
1	58264	-	3	4
1	58270	+	1	1
1	58271	-	4	4
1	65399	+	3	3
1	65400	-	5	5
1	70673	+	8	9
1	70674	-	7	8
1	70683	+	9	10
1	70684	-	9	9
1	70691	+	7	8
1	70692	-	6	8
1	70720	+	8	8
1	70721	-	7	7
1	70788	+	4	4
1	70789	-	4	5
1	70834	+	5	5
1	70865	+	3	3
1	70876	+	4	4
1	70877	-	4	4
1	76838	+	12	12
1	76839	-	3	3
1	76856	+	8	8
1	76857	-	4	4
1	76943	+	4	4
1	76944	-	3	3
1	77000	+	6	6
1	77001	-	5	5
1	77036	+	3	3
1	77037	-	6	6
1	77038	+	2	3
1	77039	-	6	6
1	77059	+	3	3
1	77060	-	5	5
1	77220	+	3	3
1	77221	-	5	6
1	77222	+	3	3
1	77223	-	6	6
1	77229	+	2	2
1	77230	-	5	5
1	77241	+	4	4
1	77242	-	5	5
1	77352	+	2	2
1	77353	-	2	2
1	77368	+	3	3
1	77369	-	1	1
1	77371	+	3	3
1	77372	-	1	1
1	77378	+	3	3
1	77379	-	2	2
1	77391	+	4	4
1	77392	-	3	3
1	83245	-	2	5
1	83248	+	2	2
1	84432	-	2	5
1	92671	+	5	5
1	92865	+	2	2
1	92866	-	2	2
1	92875	+	3	3
1	92876	-	2	2
1	92889	+	3	3
1	92890	-	2	2
1	93220	+	6	6
1	93221	-	1	1
1	93325	+	5	6
1	93326	-	4	4
1	93531	+	3	4
1	93532	-	9	9
1	93535	+	3	4
1	93536	-	9	9
1	93798	+	7	7
1	93799	-	4	5
1	93807	+	5	5
1	93808	-	3	3
1	93831	+	6	7
1	93832	-	1	1
1	93834	+	8	8
1	93835	-	1	1
1	93982	-	3	3
1	93992	-	3	3
1	94025	+	1	1
1	94026	-	3	3
1	94181	+	8	8
1	94182	-	4	4
1	94410	+	6	7
1	94411	-	6	7
1	94415	+	7	7
1	94416	-	6	6
1	94457	+	4	5
1	94458	-	4	7
1	94609	+	4	5
1	94610	-	10	10
1	94612	+	5	5
1	94613	-	10	10
1	94621	+	4	5
1	94622	-	8	8
1	94633	+	5	5
1	94634	-	7	7
1	94711	+	6	7
1	94712	-	6	6
1	94778	+	9	10
1	94779	-	5	5
1	94800	+	7	8
1	94801	-	5	5
1	94991	+	3	4
1	94992	-	2	2
1	95014	+	4	5
1	95015	-	2	2
1	95019	+	5	6
1	95020	-	2	2
1	95240	+	3	3
1	95241	-	6	6
1	95247	+	2	2
1	95248	-	4	4
1	95256	+	1	1
1	95257	-	4	4
1	95263	+	2	2
1	95264	-	3	4
1	95274	+	2	2
1	95275	-	4	4
1	98213	+	7	8
1	98214	-	3	3
1	98231	+	6	7
1	98232	-	3	3
1	98567	+	4	4
1	98568	-	3	3
1	98573	+	4	4
1	98574	-	3	3
1	101184	+	10	11
1	101185	-	3	4
1	101193	+	6	11
1	110702	+	4	4
1	110703	-	4	4
1	110750	+	6	6
1	110853	+	7	8
1	110854	-	2	2
1	110871	+	6	6
1	110872	-	3	3
1	110879	+	8	8
1	110880	-	3	3
1	110955	+	6	6
1	110956	-	2	2
1	110987	+	4	4
1	110988	-	2	2
1	111003	+	4	4
1	111004	-	2	2
1	111005	+	4	4
1	111006	-	2	2
1	111021	+	6	6
1	111022	-	2	2
1	111030	+	5	6
1	111031	-	2	2
1	111032	+	6	6
1	111033	-	2	2
1	113060	-	2	5
1	113063	-	3	4
1	121771	-	6	7
1	121780	+	2	2
1	121781	-	5	6
1	121790	+	3	4
1	121791	-	5	5
1	121827	-	5	5
1	121830	-	4	4
1	121934	+	3	3
1	121935	-	2	2
1	121947	+	2	2
1	121948	-	1	1
1	121964	+	1	1
1	121965	-	3	3
1	122139	+	4	5
1	122140	-	1	1
1	122196	+	5	5
1	122197	-	1	1
1	122199	+	5	5
1	122200	-	1	1
1	122305	+	2	2
1	122306	-	2	2
1	122315	+	3	3
1	122316	-	2	2
1	122325	+	2	3
1	122403	+	4	5
1	122404	-	1	1
1	122712	+	5	5
1	122713	-	5	6
1	122814	+	5	6
1	122815	-	4	5
1	122921	+	4	4
1	122922	-	6	6
1	122934	+	4	4
1	122935	-	4	4
1	122940	+	5	5
1	122941	-	3	3
1	122943	+	5	5
1	122944	-	3	3
1	122953	+	4	4
1	122954	-	4	4
1	122958	+	5	5
1	122959	-	3	3
1	123077	+	2	2
1	123078	-	5	5
1	123113	+	3	3
1	123114	-	8	8
1	123158	+	5	5
1	123159	-	7	7
1	123169	+	4	4
1	123170	-	6	7
1	123172	+	4	4
1	123173	-	6	6
1	123187	+	4	4
1	123188	-	3	3
1	123210	+	2	2
1	123211	-	1	1
1	123222	+	1	1
1	123223	-	1	1
1	123264	-	1	1
1	123273	-	2	2
1	123276	-	2	2
1	123365	+	3	3
1	123366	-	3	4
1	123377	+	2	3
1	123378	-	4	4
1	123610	+	8	9
1	123611	-	3	3
1	123628	+	5	5
1	123652	+	4	4
1	123653	-	1	1
1	123661	+	4	4
1	123662	-	1	1
1	123810	+	4	5
1	123811	-	2	4
1	123812	+	5	5
1	123813	-	3	4
1	123835	+	2	3
1	123836	-	5	5
1	123837	+	3	3
1	123838	-	5	5
1	123998	+	3	3
1	123999	-	3	3
1	124025	+	3	4
1	124026	-	3	3
1	124191	+	4	4
1	124192	-	5	8
1	124198	+	4	4
1	124199	-	8	8
1	124222	+	4	4
1	124223	-	8	8
1	124378	+	6	6
1	124379	-	6	7
1	124382	+	5	6
1	124383	-	8	8
1	124463	+	5	6
1	124464	-	10	10
1	124465	+	5	6
1	124466	-	10	10
1	124766	+	3	4
1	124767	-	3	3
1	124790	+	7	8
1	124791	-	2	2
1	124802	+	8	8
1	124803	-	2	2
1	125304	+	3	3
1	125305	-	5	6
1	125344	+	4	4
1	125345	-	3	5
1	125362	+	5	5
1	125363	-	4	5
1	125404	+	4	4
1	125405	-	4	4
1	125431	+	3	3
1	125432	-	4	4
1	125568	+	9	9
1	125569	-	5	5
1	125619	+	4	5
1	125620	-	4	4
1	125718	+	2	2
1	125719	-	6	7
1	125757	+	5	5
1	125758	-	8	8
1	125763	+	7	7
1	125764	-	8	8
1	125799	+	5	6
1	125800	-	5	6
1	125806	+	6	6
1	125807	-	6	6
1	125941	+	5	5
1	125942	-	8	9
1	125979	+	8	8
1	125980	-	9	9
1	126219	+	6	6
1	126220	-	1	1
1	126224	+	6	6
1	126225	-	2	2
1	126234	+	4	4
1	126235	-	2	2
1	126249	+	3	3
1	126250	-	2	2
1	126252	+	3	3
1	126253	-	2	2
1	126353	+	2	2
1	126354	-	5	5
1	126505	+	3	3
1	126506	-	5	5
1	126527	+	4	4
1	126528	-	4	5
1	126980	+	6	6
1	126981	-	4	4
1	127026	+	9	9
1	127027	-	3	3
1	127075	+	6	6
1	127076	-	4	4
1	127183	+	2	2
1	127184	-	5	5
1	127185	+	2	2
1	127186	-	5	5
1	127269	+	6	6
1	127270	-	5	6
1	127278	+	6	6
1	127279	-	5	5
1	127284	+	6	7
1	127285	-	4	5
1	127372	+	1	1
1	127373	-	5	5
1	127378	+	1	1
1	127379	-	5	5
1	127393	+	2	2
1	127394	-	6	6
1	127396	+	2	2
1	127397	-	6	6
1	127405	+	2	2
1	127406	-	5	5
1	128018	+	3	6
1	128019	-	2	3
1	133143	-	11	11
1	133170	-	11	11
1	133176	+	4	4
1	133177	-	11	12
1	133178	+	3	4
1	133179	-	11	12
1	134687	+	3	3
1	134688	-	3	3
1	134689	+	2	3
1	134690	-	3	3
1	134700	+	2	3
1	134701	-	3	3
1	134751	+	1	1
1	134752	-	2	2
1	134762	+	1	1
1	134763	-	2	2
1	134818	-	5	6
1	134823	+	1	1
1	134824	-	4	6
1	134857	+	3	4
1	134858	-	4	5
1	134920	+	7	9
1	134921	-	4	4
1	137022	+	7	7
1	137023	-	2	2
1	137064	+	6	6
1	137065	-	2	2
1	137114	+	7	8
1	137115	-	1	1
1	137148	+	10	10
1	137149	-	1	1
1	137178	+	9	9
1	137179	-	2	2
1	137214	+	8	8
1	137215	-	4	4
1	137229	+	6	6
1	137230	-	3	4
1	137233	+	6	6
1	137234	-	4	4
1	137242	+	5	5
1	137243	-	4	4
1	137268	+	5	5
1	137269	-	3	4
1	137375	+	3	3
1	137376	-	1	1
1	137379	+	3	3
1	137380	-	3	3
1	137400	+	2	2
1	137401	-	3	3
1	137435	+	2	2
1	137436	-	3	3
1	137445	+	2	2
1	137446	-	3	3
1	137484	+	4	4
1	137646	+	9	9
1	137647	-	4	4
1	137649	+	9	9
1	137650	-	3	4
1	137655	+	8	8
1	137656	-	4	4
1	138607	+	3	3
1	138608	-	7	7
1	138614	+	3	3
1	138615	-	5	7
1	138624	+	3	3
1	138625	-	6	6
1	138632	+	3	3
1	138633	-	5	5
1	138637	+	3	3
1	138638	-	5	5
1	138648	+	2	2
1	138649	-	5	5
1	138696	-	2	2
1	147348	-	6	12
1	154098	+	11	11
1	154099	-	3	5
1	154108	+	12	12
1	154110	+	12	13
1	154111	-	3	4
1	154119	+	15	15
1	154120	-	3	4
1	154387	-	1	1
1	160259	+	4	4
1	160260	-	3	3
1	160269	+	3	3
1	160270	-	5	5
1	160279	+	3	3
1	160280	-	5	6
1	160428	+	1	1
1	160429	-	3	3
1	160607	+	2	2
1	160608	-	9	10
1	160706	+	5	5
1	160707	-	7	7
1	160732	+	5	5
1	160733	-	8	8
1	160793	+	1	1
1	160794	-	7	7
1	160869	+	2	2
1	160870	-	5	5
1	160902	+	5	5
1	160903	-	6	6
1	160910	+	6	6
1	160911	-	5	5
1	160927	+	6	6
1	160928	-	4	5
1	160974	+	5	6
1	160998	+	5	5
1	160999	-	6	6
1	161000	+	5	5
1	161001	-	6	6
1	161017	+	3	3
1	161018	-	5	7
1	161030	+	3	3
1	161031	-	8	8
1	161041	+	2	2
1	161042	-	8	8
1	161043	+	2	2
1	161044	-	7	8
1	161075	+	2	2
1	161076	-	6	7
1	161094	+	2	2
1	161095	-	4	5
1	161209	+	4	4
1	161210	-	4	5
1	161214	+	4	4
1	161215	-	5	5
1	161271	+	5	5
1	161272	-	3	4
1	161385	+	3	3
1	161386	-	4	4
1	161390	+	3	3
1	161391	-	4	4
1	161410	+	3	3
1	161411	-	4	4
1	161413	+	3	3
1	161414	-	4	4
1	161499	+	3	4
1	161500	-	1	1
1	161543	+	3	3
1	161544	-	5	5
1	161556	+	3	3
1	161557	-	8	8
1	161589	+	1	1
1	161590	-	9	9
1	161595	+	1	1
1	161596	-	8	9
1	161677	+	1	1
1	161682	+	1	1
1	161790	+	4	5
1	161791	-	3	3
1	161792	+	4	5
1	161793	-	2	2
1	164722	+	1	1
1	164723	-	5	6
1	164733	+	1	1
1	164734	-	6	7
1	165075	+	4	4
1	165076	-	5	6
1	165091	+	4	4
1	165139	+	2	2
1	165140	-	2	2
1	165141	+	2	2
1	165145	+	2	2
1	165146	-	1	1
1	165358	+	4	4
1	165359	-	10	10
1	165369	+	3	3
1	165370	-	10	10
1	165521	+	4	4
1	165522	-	4	4
1	165535	+	3	3
1	165536	-	3	3
1	165540	+	2	3
1	165541	-	3	3
1	165581	+	1	1
1	165582	-	2	2
1	165603	+	1	1
1	165604	-	6	6
1	165608	+	1	1
1	165609	-	6	6
1	165624	+	1	1
1	165625	-	7	7
1	165977	+	5	6
1	165978	-	3	4
1	165989	+	5	6
1	165994	+	6	7
1	166011	+	6	7
1	166012	-	3	3
1	166020	+	5	7
1	166021	-	2	2
1	166032	+	6	7
1	166033	-	3	3
1	166893	+	1	1
1	166918	+	1	1
1	170865	+	2	9
1	188561	+	9	9
1	188562	-	2	2
1	188728	+	4	4
1	188729	-	1	1
1	188851	+	6	8
1	188852	-	2	2
1	188869	+	8	8
1	188870	-	2	2
1	188888	+	7	7
1	188889	-	3	3
1	188899	+	6	6
1	188900	-	2	2
1	189192	+	4	4
1	189204	+	3	3
1	189214	+	2	3
1	189231	+	2	2
1	189238	+	3	3
1	189253	+	3	3
1	191420	+	6	6
1	191421	-	7	8
1	191443	+	8	8
1	191444	-	7	7
1	193381	+	3	4
1	193382	-	8	8
1	193393	+	3	3
1	193394	-	8	8
1	193432	+	6	7
1	193433	-	5	5
1	193494	+	6	7
1	193495	-	7	7
1	193508	+	5	5
1	193509	-	5	5
1	193515	+	4	4
1	193516	-	6	6
1	193524	+	4	4
1	193525	-	5	5
1	193526	+	5	5
1	193527	-	5	5
1	193587	+	5	5
1	193588	-	7	7
1	193607	+	7	7
1	193608	-	6	6
1	193639	+	6	6
1	193640	-	4	5
1	193656	+	5	5
1	193657	-	3	3
1	193665	+	8	8
1	193666	-	3	3
1	193693	+	9	9
1	193694	-	2	2
1	193852	+	6	7
1	193853	-	7	7
1	197160	+	7	8
1	197161	-	2	2
1	197166	+	5	8
1	197167	-	2	2
1	197201	+	7	7
1	197202	-	1	1
1	197229	+	9	9
1	197230	-	1	1
1	197236	+	6	7
1	197237	-	1	1
1	197249	+	6	6
1	197250	-	1	1
1	197263	+	7	7
1	197264	-	4	4
1	197269	+	7	7
1	197270	-	4	5
1	197320	+	3	4
1	197321	-	6	6
1	197350	+	6	7
1	197351	-	7	7
1	197362	+	5	5
1	197363	-	5	5
1	197373	+	5	7
1	197374	-	3	3
1	197390	+	5	6
1	197391	-	2	3
1	197543	+	7	7
1	197792	+	6	6
1	197793	-	6	6
1	197801	+	5	6
1	197802	-	5	5
1	197813	+	6	6
1	197814	-	5	5
1	200955	+	6	6
1	200956	-	9	9
1	201348	+	4	5
1	201349	-	4	6
1	201414	+	2	6
1	205048	+	1	1
1	213282	+	2	4
1	213304	+	5	5
1	213305	-	5	7
1	213332	+	4	9
1	213333	-	3	7
1	213389	+	5	5
1	213390	-	2	5
1	213508	+	3	4
1	213509	-	10	11
1	213560	+	3	3
1	213561	-	5	6
1	213577	+	2	2
1	213578	-	6	7
1	213598	+	4	4
1	213599	-	7	7
1	213606	+	4	5
1	213607	-	6	6
1	213611	+	4	5
1	213612	-	8	8
1	213614	+	5	6
1	213615	-	8	9
1	213640	+	6	6
1	213641	-	7	8
1	213680	+	5	10
1	213681	-	3	7
1	213730	+	6	7
1	213731	-	7	8
1	214949	+	10	11
1	214950	-	2	3
1	216499	+	1	1
1	220006	-	2	7
1	222120	+	6	6
1	222121	-	11	11
1	222131	+	6	6
1	222132	-	9	10
1	222139	+	5	6
1	222140	-	5	8
1	230891	+	4	7
1	230892	-	3	6
1	233602	+	1	1
1	233603	-	8	8
1	233614	-	7	8
1	233627	-	7	7
1	233633	+	1	1
1	233634	-	7	7
1	233951	+	5	6
1	233952	-	10	10
1	233982	+	7	8
1	233983	-	9	11
1	234018	+	8	8
1	234019	-	7	7
1	234026	+	7	7
1	234027	-	7	7
1	234136	+	6	6
1	234137	-	5	6
1	234144	+	6	6
1	234145	-	3	4
1	234221	+	6	6
1	234222	-	7	7
1	234256	+	6	6
1	234257	-	8	8
1	234333	+	3	3
1	234334	-	2	2
1	234361	+	3	3
1	234362	-	2	2
1	234370	+	3	3
1	234371	-	2	2
1	234384	+	3	4
1	234385	-	2	2
1	234417	+	3	4
1	234418	-	4	4
1	234429	+	5	5
1	234430	-	4	4
1	234539	+	2	2
1	234540	-	3	3
1	234547	+	2	2
1	234548	-	3	3
1	234617	+	5	5
1	234618	-	5	5
1	234628	+	4	4
1	234629	-	5	5
1	234948	+	6	6
1	234949	-	6	6
1	234950	+	6	6
1	234951	-	5	6
1	234967	+	7	7
1	234968	-	6	6
1	235188	+	8	8
1	235189	-	4	4
1	235190	+	7	8
1	235191	-	4	4
1	235342	+	7	7
1	235343	-	10	10
1	235345	+	5	5
1	235346	-	9	9
1	235375	+	6	7
1	235376	-	10	10
1	235556	+	9	9
1	235557	-	10	11
1	236051	+	2	2
1	236052	-	4	5
1	236121	+	2	2
1	236122	-	6	6
1	236182	+	2	3
1	236183	-	2	3
1	236189	+	2	2
1	236190	-	3	3
1	236221	+	3	3
1	236222	-	4	4
1	236273	+	4	4
1	236274	-	3	3
1	236276	+	3	3
1	236277	-	3	3
1	236395	+	3	3
1	236396	-	2	2
1	236417	+	2	3
1	236418	-	2	2
1	236434	+	3	3
1	236435	-	2	2
1	236527	+	5	5
1	236528	-	4	4
1	238367	+	4	4
1	238368	-	6	6
1	238417	+	4	4
1	238418	-	5	6
1	238446	+	4	4
1	238447	-	7	7
1	238473	+	3	3
1	238474	-	7	8
1	238482	+	3	3
1	238483	-	7	8
1	238487	+	3	3
1	238488	-	7	7
1	238490	+	3	4
1	238491	-	5	6
1	238492	+	3	4
1	238493	-	6	6
1	238497	+	4	4
1	238498	-	7	7
1	238509	+	3	3
1	238510	-	5	7
1	238512	+	3	3
1	238513	-	6	6
1	238515	+	3	3
1	238516	-	6	6
1	238518	+	3	3
1	238519	-	6	6
1	238675	+	3	3
1	238705	+	2	2
1	238727	+	3	3
1	238741	+	2	2
1	238776	+	5	5
1	238777	-	1	1
1	238817	+	3	3
1	238818	-	3	3
1	238822	+	3	3
1	238823	-	3	3
1	238830	+	3	3
1	238831	-	4	4
1	238838	+	2	2
1	238839	-	4	4
1	238925	+	6	6
1	238926	-	2	2
1	238994	+	3	3
