Chr Pos M Cov
chr1 10195 0 1
chr1 10196 0 5
chr1 10209 0 1
chr1 10210 0 4
chr1 10214 0 2
chr1 10215 0 5
chr1 10268 0 5
chr1 10269 0 1
chr1 10373 0 3
chr1 10374 0 2
chr1 10421 0 3
chr1 10513 0 2
chr1 10514 0 2
chr1 10610 0 2
chr1 10732 0 3
chr1 10733 0 2
chr1 10774 0 3
chr1 10775 0 5
chr1 10802 0 1
chr1 10803 0 2
chr1 10808 0 1
chr1 10809 0 2
chr1 11239 0 2
chr1 11240 0 7
chr1 11565 0 6
chr1 11575 0 6
chr1 11673 0 1
chr1 11754 0 1
chr1 11764 0 3
chr1 11963 0 5
chr1 11964 0 2
chr1 11976 0 6
chr1 11977 0 2
chr1 12013 0 7
chr1 12014 0 6
chr1 12018 0 6
chr1 12019 0 6
chr1 12101 0 3
chr1 12102 0 6
chr1 12104 0 3
chr1 12105 0 7
chr1 12116 0 5
chr1 12117 0 7
chr1 12125 0 6
chr1 12126 0 9
chr1 12128 0 6
chr1 12129 0 8
chr1 12140 0 6
chr1 12141 0 6
chr1 12154 0 6
chr1 12155 0 8
chr1 12185 0 5
chr1 12186 0 12
chr1 12218 0 3
chr1 12219 0 12
chr1 12227 0 3
chr1 12228 0 7
chr1 12271 0 3
chr1 12272 0 3
chr1 12282 0 7
chr1 12283 0 2
chr1 12303 0 7
chr1 12304 0 1
chr1 12316 0 11
chr1 12317 0 1
chr1 12330 0 13
chr1 12331 0 1
chr1 12338 0 13
chr1 12339 0 1
chr1 12343 0 13
chr1 12344 0 1
chr1 12395 0 8
chr1 12442 0 8
chr1 12443 0 1
chr1 12454 0 8
chr1 12455 0 2
chr1 12505 0 7
chr1 12506 0 7
chr1 12513 0 7
chr1 12514 0 8
chr1 12541 0 9
chr1 12542 0 8
chr1 12559 0 6
chr1 12560 0 6
chr1 12564 0 2
chr1 12565 0 6
chr1 12586 0 1
chr1 12587 0 7
chr1 12611 0 3
chr1 12612 0 8
chr1 12618 0 4
chr1 12619 0 9
chr1 12637 0 7
chr1 12638 0 9
chr1 12662 0 7
chr1 12663 0 5
chr1 12667 0 7
chr1 12668 0 4
chr1 12709 0 2
chr1 12710 0 2
chr1 12727 0 1
chr1 12728 0 2
chr1 12745 0 6
chr1 12746 0 3
chr1 12748 0 6
chr1 12749 0 3
chr1 12751 0 6
chr1 12752 0 4
chr1 12772 0 6
chr1 12773 0 4
chr1 12791 0 2
chr1 12792 0 3
chr1 12812 0 5
chr1 12813 0 2
chr1 12832 0 4
chr1 12833 0 1
chr1 12841 0 2
chr1 12842 0 1
chr1 12859 0 4
chr1 12860 0 2
chr1 12901 0 8
chr1 12902 0 1
chr1 12920 0 8
chr1 12980 0 1
chr1 13037 0 1
chr1 13038 0 1
chr1 13126 0 4
chr1 13127 0 1
chr1 13149 0 5
chr1 13150 0 1
chr1 13168 0 3
chr1 13169 0 1
chr1 13214 0 1
chr1 13403 0 4
chr1 13468 0 1
chr1 13469 0 1
chr1 13497 0 2
chr1 13498 0 1
chr1 13672 0 9
chr1 13684 0 12
chr1 13693 0 12
chr1 13719 0 8
chr1 13720 0 1
chr1 13756 0 2
chr1 13757 0 1
chr1 13824 0 5
chr1 13827 0 5
chr1 13846 0 3
chr1 14028 0 2
chr1 14180 0 3
chr1 14309 0 3
chr1 14310 0 3
chr1 14325 0 4
chr1 14326 0 4
chr1 14335 0 5
chr1 14336 0 7
chr1 14366 0 2
chr1 14367 0 14
chr1 14383 0 11
chr1 14391 0 10
chr1 14499 0 1
chr1 14511 0 1
chr1 14514 0 1
chr1 14599 0 3
chr1 14631 0 2
chr1 14632 0 1
chr1 14635 0 2
chr1 14636 0 2
chr1 14699 0 4
chr1 14742 0 4
chr1 14743 0 2
chr1 14749 0 5
chr1 14750 0 2
chr1 15015 0 1
chr1 15016 0 1
chr1 15102 0 1
chr1 15138 0 3
chr1 15139 0 3
chr1 15142 0 3
chr1 15143 0 4
chr1 15149 0 3
chr1 15150 0 4
chr1 15188 0 2
chr1 15244 0 2
chr1 15356 0 1
chr1 15357 0 1
chr1 15433 0 2
chr1 15524 0 5
chr1 15525 0 2
chr1 15531 0 6
chr1 15532 0 2
chr1 15566 0 4
chr1 15569 0 3
chr1 15590 0 1
chr1 15593 0 1
chr1 15670 0 3
chr1 15671 0 2
chr1 15690 0 3
chr1 15691 0 1
chr1 15758 0 3
chr1 15804 0 1
chr1 15808 0 1
chr1 15814 0 1
chr1 15948 0 1
chr1 15949 0 3
chr1 16059 0 1
chr1 16060 0 3
chr1 16154 0 1
chr1 16281 0 1
chr1 16344 0 1
chr1 16345 0 2
chr1 16433 0 2
chr1 16434 0 6
chr1 16478 0 3
chr1 16479 0 1
chr1 16500 0 3
chr1 16501 0 1
chr1 16760 0 9
chr1 16871 0 2
chr1 16956 0 3
chr1 16957 0 1
chr1 16974 0 3
chr1 16975 0 1
chr1 17396 0 1
chr1 17544 2 2
chr1 17572 1 1
chr1 17573 2 2
chr1 17603 1 2
chr1 17641 3 3
chr1 17832 1 1
chr1 18105 2 2
chr1 18106 7 7
chr1 18358 4 4
chr1 18359 1 1
chr1 18364 3 3
chr1 18436 4 4
chr1 18441 5 6
chr1 18446 6 6
chr1 18447 1 1
chr1 18448 6 6
chr1 18449 1 1
chr1 18516 1 1
chr1 18517 1 1
chr1 18701 2 2
chr1 18702 3 3
chr1 18715 3 3
chr1 18716 2 2
chr1 18755 1 2
chr1 18756 2 2
chr1 18974 0 1
chr1 19213 0 2
chr1 19286 0 3
chr1 19407 0 1
chr1 19408 0 2
chr1 19597 0 1
chr1 19659 0 1
chr1 19668 0 2
chr1 19691 0 1
chr1 19781 0 2
chr1 19828 0 1
chr1 19832 0 1
chr1 19836 0 1
chr1 19881 0 3
chr1 19882 0 1
chr1 19885 0 3
chr1 19886 0 1
chr1 19984 0 1
chr1 19985 0 2
chr1 20016 0 1
chr1 20055 0 1
chr1 20234 0 8
chr1 20252 0 11
chr1 20279 0 8
chr1 20280 0 1
chr1 20284 0 7
chr1 20285 0 1
chr1 20290 0 7
chr1 20291 0 1
chr1 20296 0 8
chr1 20297 0 1
chr1 20325 0 4
chr1 20326 0 3
chr1 20349 0 1
chr1 20350 0 1
chr1 20361 0 1
chr1 20362 0 2
chr1 20419 0 6
chr1 20469 0 4
chr1 20505 0 1
chr1 20560 0 5
chr1 20621 0 5
chr1 20655 0 3
chr1 20656 0 2
chr1 20667 0 2
chr1 20668 0 4
chr1 20720 0 0
chr1 20880 0 4
chr1 20881 0 1
chr1 20941 0 7
chr1 20942 0 1
chr1 20943 0 7
chr1 20946 0 6
chr1 20960 0 7
chr1 20992 0 8
chr1 20998 0 6
chr1 20999 0 1
chr1 21013 0 4
chr1 21014 0 5
chr1 21016 0 5
chr1 21017 0 5
chr1 21020 0 4
chr1 21021 0 5
chr1 21025 0 4
chr1 21026 0 5
chr1 21056 0 4
chr1 21057 0 3
chr1 21079 0 6
chr1 21080 0 4
chr1 21104 0 6
chr1 21105 0 2
chr1 21131 0 8
chr1 21132 0 2
chr1 21134 0 9
chr1 21135 0 1
chr1 21153 0 6
chr1 21154 0 5
chr1 21167 0 7
chr1 21168 0 6
chr1 21196 0 5
chr1 21197 0 4
chr1 21201 0 3
chr1 21202 0 5
chr1 21223 0 4
chr1 21224 0 5
chr1 21258 0 2
chr1 21259 0 8
chr1 21267 0 1
chr1 21268 0 8
chr1 21274 0 1
chr1 21275 0 5
chr1 21277 0 1
chr1 21278 0 5
chr1 21292 0 1
chr1 21293 0 3
chr1 21365 0 10
chr1 21366 0 1
chr1 21408 0 6
chr1 21409 0 1
chr1 21420 0 6
chr1 21421 0 1
chr1 21446 0 3
chr1 21447 0 1
chr1 21463 0 5
chr1 21464 0 1
chr1 21499 0 8
chr1 21500 0 1
chr1 21572 0 2
chr1 21685 0 6
chr1 21686 0 4
chr1 21735 0 2
chr1 21736 0 2
chr1 21758 0 3
chr1 21759 0 4
chr1 21762 0 3
chr1 21763 0 4
chr1 21773 0 3
chr1 21774 0 5
chr1 21836 0 3
chr1 21849 0 4
chr1 21872 0 2
chr1 21873 0 2
chr1 21874 0 2
chr1 21875 0 2
chr1 21920 0 12
chr1 21921 0 4
chr1 21939 0 10
chr1 21940 0 5
chr1 21946 0 9
chr1 21947 0 5
chr1 21953 0 8
chr1 21954 0 4
chr1 21981 0 4
chr1 21982 0 2
chr1 22002 0 2
chr1 22149 0 3
chr1 22150 0 2
chr1 22182 0 7
chr1 22183 0 3
chr1 22185 0 7
chr1 22186 0 3
chr1 22199 0 6
chr1 22200 0 3
chr1 22287 0 2
chr1 22321 0 1
chr1 22338 0 2
chr1 22389 0 2
chr1 22390 0 4
chr1 22416 0 3
chr1 22417 0 3
chr1 22464 0 3
chr1 22465 0 1
chr1 22515 0 3
chr1 22535 0 2
chr1 22536 0 1
chr1 22563 0 1
chr1 22564 0 1
chr1 22566 0 1
chr1 22567 0 1
chr1 22658 0 1
chr1 22659 0 1
chr1 22663 0 1
chr1 22664 0 1
chr1 22737 0 2
chr1 22738 0 7
chr1 22755 0 2
chr1 22756 0 6
chr1 22787 0 4
chr1 22788 0 6
chr1 22799 0 5
chr1 22800 0 5
chr1 22831 0 2
chr1 22832 0 1
chr1 22838 0 1
chr1 23026 0 1
chr1 23180 0 1
chr1 23188 0 1
chr1 23296 0 2
chr1 23297 0 3
chr1 23338 0 4
chr1 23345 0 6
chr1 23349 0 6
chr1 23422 0 8
chr1 23581 0 8
chr1 23582 0 6
chr1 23605 0 7
chr1 23606 0 6
chr1 23614 0 7
chr1 23615 0 8
chr1 23668 0 4
chr1 23669 0 9
chr1 23671 0 1
chr1 23672 0 9
chr1 23689 0 1
chr1 23690 0 7
chr1 23725 0 2
chr1 23726 0 4
chr1 23749 0 4
chr1 23750 0 1
chr1 23776 0 5
chr1 23777 0 1
chr1 23845 0 11
chr1 23857 0 9
chr1 23858 0 1
chr1 23865 0 8
chr1 23866 0 1
chr1 23993 0 6
chr1 23999 0 6
chr1 24010 0 5
chr1 24015 1 5
chr1 24188 5 8
chr1 24190 7 8
chr1 24196 9 9
chr1 24236 0 9
chr1 24269 0 8
chr1 24303 6 6
chr1 24304 1 1
chr1 24312 6 6
chr1 24313 2 2
chr1 24331 4 4
chr1 24332 5 5
chr1 24352 3 3
chr1 24353 5 5
chr1 24354 4 4
chr1 24355 3 4
chr1 24414 0 2
chr1 24415 0 2
chr1 24456 3 3
chr1 24533 0 7
chr1 24557 0 7
chr1 24623 0 5
chr1 24624 0 1
chr1 24635 0 6
chr1 24636 0 1
chr1 24723 2 2
chr1 24724 2 2
chr1 24747 2 2
chr1 24748 1 1
chr1 24835 2 2
chr1 24836 4 4
chr1 24838 1 2
chr1 24839 4 4
chr1 24850 2 2
chr1 24851 5 5
chr1 24945 3 3
chr1 24946 0 1
chr1 25036 0 12
chr1 25037 0 2
chr1 25065 9 9
chr1 25066 2 2
chr1 25076 7 7
chr1 25077 2 2
chr1 25084 6 7
chr1 25085 3 3
chr1 25104 5 6
chr1 25105 5 5
chr1 25124 8 8
chr1 25125 3 5
chr1 25168 9 10
chr1 25169 3 3
chr1 25171 11 11
chr1 25172 2 2
chr1 25245 0 9
chr1 25246 0 1
chr1 25333 10 10
chr1 25347 5 7
chr1 25348 3 3
chr1 25354 7 7
chr1 25355 3 3
chr1 25464 5 5
chr1 25580 5 5
chr1 25583 4 5
chr1 25649 8 9
chr1 25650 5 6
chr1 25667 8 9
chr1 25668 6 6
chr1 25669 9 9
chr1 25670 5 6
chr1 25672 9 10
chr1 25673 6 6
chr1 25709 9 9
chr1 25710 4 4
chr1 25773 2 2
chr1 25774 3 3
chr1 25783 2 2
chr1 25784 2 2
chr1 25831 3 3
chr1 25844 0 1
chr1 25862 1 1
chr1 25863 1 1
chr1 25865 1 1
chr1 25866 1 1
chr1 25947 5 5
chr1 25948 9 9
chr1 25961 5 5
chr1 25962 6 6
chr1 26089 2 3
chr1 26100 2 2
chr1 26101 4 5
chr1 26114 2 2
chr1 26115 5 5
chr1 26192 0 2
chr1 26193 0 5
chr1 26315 0 7
chr1 26316 0 2
chr1 26351 0 10
chr1 26361 6 8
chr1 26362 1 1
chr1 26366 9 9
chr1 26367 1 1
chr1 26380 4 4
chr1 26381 1 2
chr1 26403 3 3
chr1 26404 2 2
chr1 26409 2 2
chr1 26410 3 3
chr1 26558 5 6
chr1 26559 1 1
chr1 26563 7 7
chr1 26564 2 2
chr1 26601 6 7
chr1 26602 3 3
chr1 26650 8 8
chr1 26651 5 5
chr1 26729 5 5
chr1 26731 5 5
chr1 26787 0 3
chr1 26788 0 3
chr1 26852 6 6
chr1 26853 0 1
chr1 26875 5 7
chr1 26876 3 3
chr1 26921 5 5
chr1 26922 3 3
chr1 26960 5 5
chr1 26961 7 7
chr1 26998 3 3
chr1 26999 3 4
chr1 27083 4 4
chr1 27149 12 13
chr1 27163 11 11
chr1 27185 5 5
chr1 27268 3 4
chr1 27269 1 1
chr1 27485 4 4
chr1 27486 4 4
chr1 27500 4 4
chr1 27501 2 3
chr1 27502 4 4
chr1 27503 3 3
chr1 27625 2 2
chr1 27651 1 2
chr1 27652 0 1
chr1 27844 4 4
chr1 27845 2 2
chr1 27873 3 3
chr1 27874 3 4
chr1 27927 0 3
chr1 27928 0 2
chr1 27978 4 4
chr1 27979 3 3
chr1 27990 5 5
chr1 27991 3 3
chr1 28016 6 6
chr1 28017 3 3
chr1 28021 6 6
chr1 28022 3 3
chr1 28033 5 5
chr1 28034 2 2
chr1 28091 0 5
chr1 28159 8 8
chr1 28300 6 6
chr1 28309 5 5
chr1 28316 3 4
chr1 28324 2 2
chr1 28325 1 1
chr1 28408 0 3
chr1 28412 0 4
chr1 28516 0 4
chr1 28517 0 3
chr1 28631 1 1
chr1 28632 0 1
chr1 28754 2 2
chr1 28755 3 3
chr1 28764 2 2
chr1 28765 3 3
chr1 28790 0 1
chr1 28791 4 4
chr1 28849 0 1
chr1 28850 0 2
chr1 28860 0 2
chr1 28861 0 2
chr1 28924 0 2
chr1 28925 0 6
chr1 28949 2 2
chr1 28959 1 1
chr1 28960 1 1
chr1 28965 1 1
chr1 28979 1 1
chr1 29032 0 1
chr1 29033 0 1
chr1 29180 6 6
chr1 29181 1 1
chr1 29185 6 6
chr1 29186 1 1
chr1 29197 0 5
chr1 29198 0 1
chr1 29207 4 4
chr1 29208 1 1
chr1 29233 1 1
chr1 29234 1 1
chr1 29256 1 1
chr1 29288 4 4
chr1 29289 1 1
chr1 29383 0 2
chr1 29384 0 2
chr1 29388 3 3
chr1 29389 3 3
chr1 29393 5 5
chr1 29394 3 3
chr1 29398 5 6
chr1 29399 3 4
chr1 29428 8 8
chr1 29429 3 3
chr1 29435 7 7
chr1 29436 3 3
chr1 29438 6 6
chr1 29439 3 3
chr1 29464 7 8
chr1 29465 2 2
chr1 29471 7 8
chr1 29472 2 2
chr1 29495 7 7
chr1 29507 7 7
chr1 29563 9 9
chr1 29564 1 1
chr1 29568 10 10
chr1 29569 1 1
chr1 29587 0 9
chr1 29588 0 1
chr1 29627 11 11
chr1 29630 10 11
chr1 29681 8 10
chr1 29682 2 3
chr1 29705 8 8
chr1 29706 4 4
chr1 29756 0 7
chr1 29757 0 2
chr1 29857 4 4
chr1 29858 2 2
chr1 29888 1 2
chr1 29889 3 3
chr1 29890 1 1
chr1 29891 3 3
chr1 29953 2 3
chr1 29968 5 5
chr1 29978 5 5
chr1 29988 4 4
chr1 30001 1 1
chr1 30003 1 1
chr1 30008 1 1
chr1 30036 2 2
chr1 30037 1 2
chr1 30041 2 2
chr1 30042 3 3
chr1 30050 0 2
chr1 30051 0 4
chr1 30056 2 2
chr1 30057 4 4
chr1 30150 5 6
chr1 30151 1 1
chr1 30176 5 5
chr1 30177 4 4
chr1 30184 8 8
chr1 30185 4 4
chr1 30190 7 7
chr1 30191 6 6
chr1 30331 5 5
chr1 30332 1 1
chr1 30354 3 3
chr1 30355 2 2
chr1 30393 0 1
chr1 30465 7 7
chr1 30466 11 11
chr1 30470 1 6
chr1 30471 7 11
chr1 30485 6 6
chr1 30486 9 10
chr1 30522 8 9
chr1 30523 4 5
chr1 30543 5 6
chr1 30544 4 4
chr1 30562 7 7
chr1 30563 4 4
chr1 30565 5 5
chr1 30566 4 4
chr1 30585 6 7
chr1 30586 1 1
chr1 30594 7 7
chr1 30595 1 1
chr1 30624 0 5
chr1 30631 0 6
chr1 30691 6 7
chr1 30692 1 1
chr1 30699 7 7
chr1 30715 9 9
chr1 30716 1 1
chr1 30753 5 9
chr1 30759 2 10
chr1 30768 4 7
chr1 30879 2 14
chr1 30922 0 16
chr1 30943 0 16
chr1 30964 0 16
chr1 30968 1 15
chr1 30983 0 10
chr1 30998 0 7
chr1 30999 0 1
chr1 31009 0 4
chr1 31010 0 1
chr1 31039 0 2
chr1 31040 0 2
chr1 31099 0 4
chr1 31245 0 2
chr1 31246 0 2
chr1 31386 0 5
chr1 31387 0 1
chr1 31544 0 6
chr1 31545 0 3
chr1 31591 2 3
chr1 31592 3 3
chr1 31699 10 12
chr1 31707 11 12
chr1 31710 14 15
chr1 31725 11 11
chr1 31826 0 3
chr1 31827 0 6
chr1 31970 0 5
chr1 31971 0 3
chr1 31984 0 1
chr1 31985 0 2
chr1 32137 0 5
chr1 32138 0 6
chr1 32188 0 4
chr1 32189 0 3
chr1 32311 0 1
chr1 32312 0 7
chr1 32580 0 7
chr1 32581 0 1
chr1 32613 0 9
chr1 32614 0 3
chr1 32621 0 8
chr1 32622 0 4
chr1 32633 0 2
chr1 32634 0 5
chr1 32687 0 10
chr1 32754 0 1
chr1 32755 0 5
chr1 32781 0 2
chr1 32782 0 1
chr1 32830 0 5
chr1 32831 0 6
chr1 32866 0 1
chr1 32867 0 4
chr1 32871 0 1
chr1 32872 0 4
chr1 32922 0 3
chr1 32923 0 2
chr1 33003 0 5
chr1 33024 0 5
chr1 33025 0 1
chr1 33037 0 4
chr1 33038 0 1
chr1 33042 0 4
chr1 33043 0 1
chr1 33051 0 3
chr1 33052 0 1
chr1 33070 0 4
chr1 33114 0 6
chr1 33115 0 1
chr1 33190 0 1
chr1 33265 0 4
chr1 33287 0 2
chr1 33573 0 2
chr1 33574 0 5
chr1 33583 0 2
chr1 33584 0 5
chr1 33587 0 2
chr1 33588 0 5
chr1 33881 0 1
chr1 33882 0 2
chr1 34017 0 2
chr1 34018 0 3
chr1 34124 0 1
chr1 34125 0 10
chr1 34153 0 1
chr1 34154 0 13
chr1 34226 0 1
chr1 34227 0 9
chr1 34272 0 3
chr1 34316 0 1
chr1 34323 0 1
chr1 34406 0 3
chr1 34407 0 2
chr1 34422 0 1
chr1 34423 0 2
chr1 34475 0 3
chr1 34568 0 3
chr1 34569 0 6
chr1 34606 0 3
chr1 34607 0 1
chr1 34652 0 1
chr1 34653 0 5
chr1 34700 0 4
chr1 34701 0 8
chr1 34761 0 4
chr1 34762 0 6
chr1 34806 0 7
chr1 34807 0 7
chr1 34823 0 8
chr1 34824 0 9
chr1 34898 0 9
chr1 34899 0 7
chr1 34958 0 10
chr1 34959 0 3
chr1 35021 11 11
chr1 35022 3 3
chr1 35028 10 12
chr1 35029 3 3
chr1 35043 6 6
chr1 35044 4 4
chr1 35051 7 7
chr1 35052 5 5
chr1 35136 7 11
chr1 35140 9 11
chr1 35172 0 12
chr1 35173 0 1
chr1 35225 3 3
chr1 35226 1 1
chr1 35231 3 3
chr1 35232 1 1
chr1 35318 0 6
chr1 35333 0 9
chr1 35334 0 3
chr1 35381 0 11
chr1 35382 0 9
chr1 35424 3 3
chr1 35425 15 19
chr1 35426 3 3
chr1 35427 16 19
chr1 35462 0 5
chr1 35463 0 10
chr1 35535 0 3
chr1 35536 0 5
chr1 35570 0 2
chr1 35571 0 2
chr1 35606 0 1
chr1 35607 0 3
chr1 35739 0 3
chr1 35740 0 1
chr1 35763 0 5
chr1 35764 0 2
chr1 35790 0 7
chr1 35791 0 2
chr1 35843 0 9
chr1 35844 0 1
chr1 35860 0 11
chr1 35861 0 1
chr1 35884 2 4
chr1 35885 1 1
chr1 35893 3 3
chr1 35894 1 1
chr1 35901 2 3
chr1 35902 3 3
chr1 36091 3 3
chr1 36100 5 5
chr1 36204 0 2
chr1 36205 0 2
chr1 36246 0 5
chr1 36247 0 2
chr1 36384 0 3
chr1 36388 0 2
chr1 36389 0 1
chr1 36403 0 2
chr1 36446 0 5
chr1 36549 0 1
chr1 36550 0 2
chr1 36583 0 2
chr1 36584 0 2
chr1 36806 0 4
chr1 36807 0 3
chr1 36818 0 5
chr1 36819 0 4
chr1 36884 0 2
chr1 36885 0 9
chr1 36890 0 2
chr1 36891 0 7
chr1 37070 0 2
chr1 37071 0 4
chr1 37083 0 2
chr1 37084 0 5
chr1 37172 0 3
chr1 37173 0 1
chr1 37268 0 1
chr1 37269 0 2
chr1 37302 0 1
chr1 37303 0 9
chr1 37313 0 1
chr1 37314 0 9
chr1 37379 0 5
chr1 37388 0 4
chr1 37437 0 1
chr1 37438 0 7
chr1 37482 0 4
chr1 37483 0 3
chr1 37622 0 4
chr1 37623 0 3
chr1 37633 0 3
chr1 37634 0 5
chr1 37645 0 3
chr1 37646 0 6
chr1 37651 0 2
chr1 37652 0 6
chr1 37666 0 1
chr1 37667 0 5
chr1 37936 0 9
chr1 37943 0 12
chr1 37948 0 10
chr1 38009 0 11
chr1 38010 0 4
chr1 38037 0 8
chr1 38075 0 15
chr1 38076 0 1
chr1 38083 0 14
chr1 38084 0 2
chr1 38105 0 19
chr1 38106 0 3
chr1 38123 0 19
chr1 38124 0 2
chr1 38151 0 12
chr1 38152 0 2
chr1 38209 0 2
chr1 38230 0 1
chr1 38231 0 2
chr1 38256 0 3
chr1 38274 0 4
chr1 38285 0 5
chr1 38358 0 5
chr1 38431 0 2
chr1 38526 0 9
chr1 38527 0 2
chr1 38593 0 6
chr1 38594 0 1
chr1 38602 0 5
chr1 38603 0 1
chr1 38630 0 3
chr1 38648 0 1
chr1 38653 0 2
chr1 38700 0 1
chr1 38701 0 5
chr1 38717 0 1
chr1 38718 0 8
chr1 38737 0 9
chr1 38766 0 4
chr1 38793 0 1
chr1 38904 0 7
chr1 38908 0 6
chr1 38919 0 5
chr1 38951 0 1
chr1 38988 0 5
chr1 38989 0 5
chr1 39027 0 4
chr1 39028 0 8
