chr	pos	strand	M	Cov
1	26087	+	8	9
1	26088	-	2	2
1	26099	+	8	8
1	26100	-	2	2
1	26113	+	7	7
1	26114	-	1	1
1	26192	-	3	10
1	26351	-	6	7
1	26360	+	3	3
1	26361	-	7	7
1	26365	+	3	3
1	26366	-	7	7
1	26379	+	3	3
1	26380	-	7	8
1	26402	+	3	4
1	26403	-	6	6
1	26408	+	4	4
1	26409	-	6	6
1	26557	+	7	8
1	26558	-	4	4
1	26562	+	9	10
1	26563	-	3	3
1	26600	+	10	10
1	26649	+	8	8
1	26650	-	3	3
1	26728	+	2	2
1	26729	-	3	3
1	26730	+	2	2
1	26731	-	2	3
1	26786	+	1	1
1	26787	-	8	8
1	26920	+	1	1
1	27148	+	6	7
1	27149	-	5	5
1	27162	+	10	11
1	27163	-	2	2
1	27184	+	9	9
1	27185	-	3	3
1	27484	+	4	4
1	27485	-	3	3
1	27499	+	4	4
1	27500	-	4	4
1	27501	+	4	4
1	27502	-	3	4
1	27624	+	4	4
1	27625	-	5	5
1	27650	+	5	5
1	27651	-	8	9
1	27843	+	7	7
1	27844	-	4	5
1	27872	+	5	5
1	27873	-	5	6
1	27977	+	6	7
1	27978	-	2	2
1	27989	+	9	9
1	27990	-	1	1
1	28015	+	7	8
1	28016	-	1	1
1	28020	+	7	7
1	28021	-	1	1
1	28032	+	9	9
1	28033	-	2	2
1	28090	+	5	7
1	28158	+	8	9
1	28159	-	1	1
1	28299	+	6	6
1	28300	-	2	2
1	28308	+	7	7
1	28309	-	2	2
1	28315	+	7	7
1	28316	-	2	2
1	28323	+	6	6
1	28324	-	2	2
1	28515	+	2	3
1	28516	-	3	6
1	28753	+	8	10
1	28754	-	10	12
1	28763	+	6	9
1	28764	-	14	15
1	28789	+	2	7
1	28790	-	6	15
1	28848	+	2	2
1	28849	-	16	16
1	28860	-	7	14
1	28923	+	3	5
1	28924	-	6	11
1	28947	+	5	5
1	28948	-	9	9
1	28958	+	4	4
1	28959	-	11	11
1	28964	+	3	3
1	28965	-	12	13
1	28978	+	3	3
1	28979	-	13	13
1	29179	+	3	3
1	29180	-	11	11
1	29184	+	3	3
1	29185	-	9	10
1	29206	+	1	1
1	29207	-	10	11
1	29233	-	10	10
1	29255	+	3	3
1	29256	-	7	9
1	29288	-	2	7
1	29382	+	6	9
1	29383	-	2	4
1	29387	+	9	9
1	29388	-	4	4
1	29392	+	7	9
1	29397	+	6	8
1	29398	-	4	4
1	29427	+	9	9
1	29428	-	7	7
1	29434	+	10	10
1	29435	-	6	6
1	29437	+	8	10
1	29438	-	4	6
1	29463	+	10	10
1	29464	-	5	6
1	29470	+	10	12
1	29471	-	6	6
1	29494	+	14	15
1	29495	-	8	8
1	29506	+	14	15
1	29507	-	7	7
1	29562	+	14	16
1	29563	-	4	4
1	29567	+	15	16
1	29568	-	3	4
1	29626	+	13	14
1	29627	-	2	2
1	29629	+	16	17
1	29630	-	2	2
1	29704	+	14	14
1	29705	-	4	4
1	29887	+	4	5
1	29888	-	4	4
1	29889	+	5	5
1	29890	-	4	4
1	29951	+	3	3
1	29952	-	4	9
1	29966	+	2	3
1	29967	-	10	10
1	29976	+	4	4
1	29977	-	11	12
1	29986	+	4	4
1	29987	-	13	14
1	29999	+	7	7
1	30000	-	13	13
1	30001	+	7	7
1	30002	-	13	13
1	30006	+	8	8
1	30007	-	13	13
1	30035	+	5	9
1	30036	-	8	9
1	30040	+	12	12
1	30041	-	7	8
1	30050	-	2	8
1	30055	+	12	13
1	30056	-	7	7
1	30175	+	6	7
1	30176	-	3	3
1	30183	+	7	7
1	30184	-	3	4
1	30189	+	7	8
1	30190	-	4	5
1	30354	-	2	7
1	30464	+	10	11
1	30465	-	7	8
1	30469	+	11	11
1	30470	-	8	9
1	30484	+	9	11
1	30485	-	10	10
1	30542	+	16	16
1	30543	-	2	2
1	30561	+	14	14
1	30562	-	2	2
1	30564	+	15	15
1	30565	-	3	3
1	30584	+	15	15
1	30593	+	15	15
1	30594	-	4	4
1	30623	+	13	14
1	30624	-	3	3
1	30630	+	13	14
1	30631	-	3	3
1	30690	+	12	13
1	30691	-	1	1
1	30698	+	13	14
1	30699	-	1	1
1	30714	+	12	14
1	30715	-	1	1
1	30752	+	2	16
1	30758	+	2	14
1	30878	+	7	11
1	31698	+	10	10
1	31706	+	5	7
1	31709	+	7	7
1	31724	+	2	5
1	31969	+	7	9
1	31970	-	4	6
1	31983	+	4	10
1	31984	-	3	6
1	32136	+	7	12
1	34568	-	2	10
1	35020	+	6	10
1	35027	+	9	10
1	35042	+	9	10
1	35043	-	1	1
1	35050	+	10	11
1	35051	-	1	1
1	35230	+	2	3
1	35423	+	1	1
1	35424	-	12	13
1	35425	+	1	1
1	35426	-	12	13
1	35883	+	5	5
1	35892	+	4	5
1	35900	+	5	6
1	35901	-	2	2
1	36090	+	6	7
1	36091	-	5	5
1	36099	+	5	6
1	36100	-	5	5
1	42545	+	3	10
1	42546	-	4	21
1	44726	+	21	27
1	44727	-	13	16
1	47947	-	3	9
1	47962	+	2	6
1	47963	-	2	9
1	55841	+	13	14
1	55842	-	9	9
1	55919	+	9	9
1	55920	-	12	15
1	55921	+	9	9
1	55922	-	14	16
1	55937	+	12	12
1	55938	-	18	20
1	55997	+	13	14
1	55998	-	20	24
1	56015	+	12	16
1	56016	-	22	22
1	56024	+	15	16
1	56025	-	24	24
1	56042	+	14	16
1	56043	-	19	20
1	56075	+	16	17
1	56076	-	14	15
1	56093	+	16	16
1	56094	-	13	14
1	56120	+	14	14
1	56121	-	15	16
1	56147	+	13	13
1	56148	-	18	18
1	56156	+	11	11
1	56157	-	20	20
1	56201	+	10	10
1	56202	-	25	26
1	56211	+	12	13
1	56212	-	26	29
1	56240	+	11	12
1	56241	-	26	31
1	56258	+	15	15
1	56259	-	30	32
1	56267	+	14	14
1	56268	-	28	30
1	56404	+	20	21
1	56405	-	17	17
1	56429	+	14	14
1	56430	-	15	15
1	56439	+	11	11
1	56440	-	15	15
1	56458	+	8	9
1	56459	-	15	15
1	56519	+	3	3
1	56520	-	11	16
1	56541	+	5	5
1	56542	-	7	16
1	70673	+	2	10
1	70674	-	2	9
1	70683	+	7	9
1	70684	-	6	8
1	70691	+	9	9
1	70692	-	5	8
1	70720	+	5	10
1	70721	-	5	9
1	70788	+	3	8
1	70789	-	3	3
1	70834	+	4	6
1	70865	+	5	7
1	70866	-	4	9
1	70876	+	7	8
1	70877	-	7	10
1	71274	+	1	1
1	71861	+	4	16
1	71862	-	3	6
1	71872	+	9	15
1	71873	-	3	6
1	71879	+	9	14
1	71880	-	4	6
1	71897	+	6	14
1	71898	-	2	6
1	76838	+	9	17
1	76839	-	8	13
1	76856	+	12	15
1	76857	-	5	12
1	76943	+	4	6
1	76944	-	6	7
1	77000	+	4	7
1	77001	-	3	5
1	77036	+	5	5
1	77037	-	2	3
1	77038	+	3	5
1	77039	-	2	3
1	77059	+	3	5
1	77220	+	8	10
1	77221	-	3	4
1	77222	+	9	11
1	77223	-	3	4
1	77229	+	5	11
1	77230	-	4	5
1	77241	+	5	10
1	77242	-	4	5
1	77352	+	5	11
1	77368	+	9	10
1	77369	-	5	5
1	77371	+	8	11
1	77372	-	4	4
1	77378	+	8	10
1	77379	-	5	5
1	77391	+	9	11
1	77392	-	5	6
1	92672	-	8	10
1	92865	+	5	6
1	92866	-	5	6
1	92875	+	5	6
1	92876	-	5	5
1	92889	+	2	5
1	92890	-	3	4
1	93220	+	10	10
1	93221	-	2	3
1	93326	-	6	13
1	93531	+	6	7
1	93532	-	7	8
1	93535	+	7	8
1	93536	-	5	7
1	93798	+	12	13
1	93799	-	1	1
1	93807	+	11	12
1	93808	-	1	1
1	93831	+	4	15
1	93832	-	1	1
1	93834	+	10	16
1	93981	+	6	6
1	93982	-	2	2
1	93991	+	7	8
1	93992	-	1	1
1	94025	+	8	9
1	94151	+	2	5
1	94152	-	1	1
1	94181	+	9	10
1	94182	-	1	1
1	94410	+	2	4
1	94411	-	7	8
1	94415	+	4	4
1	94416	-	6	7
1	94457	+	3	3
1	94458	-	5	6
1	94609	+	6	7
1	94610	-	3	4
1	94612	+	7	7
1	94613	-	3	4
1	94621	+	5	6
1	94622	-	4	5
1	94633	+	4	5
1	94634	-	5	5
1	94779	-	2	2
1	94800	+	2	2
1	94801	-	3	4
1	95014	+	1	1
1	95015	-	2	4
1	95020	-	2	4
1	95257	-	1	1
1	95263	+	2	5
1	98031	+	3	4
1	98032	-	2	7
1	98039	-	3	8
1	98213	+	2	6
1	98214	-	3	6
1	98231	+	5	6
1	98232	-	4	6
1	98567	+	2	2
1	98568	-	4	5
1	98573	+	3	3
1	98574	-	5	6
1	101184	+	6	12
1	101193	+	12	13
1	101194	-	2	2
1	101222	+	2	11
1	110702	+	4	6
1	110750	+	7	9
1	110851	+	14	14
1	110853	+	12	13
1	110871	+	10	10
1	110879	+	9	9
1	110943	+	9	9
1	110955	+	9	10
1	110956	-	1	1
1	110987	+	12	14
1	110988	-	1	1
1	111003	+	16	17
1	111005	+	14	17
1	111021	+	14	16
1	111030	+	13	13
1	111031	-	1	1
1	111032	+	13	13
1	111033	-	2	2
1	111173	+	5	7
1	111194	+	2	5
1	115744	+	1	1
1	121756	+	2	2
1	121757	-	8	10
1	121771	-	11	12
1	121780	+	3	3
1	121781	-	11	12
1	121790	+	2	3
1	121791	-	11	12
1	121826	+	2	2
1	121827	-	11	12
1	121829	+	2	2
1	121830	-	13	13
1	121934	+	10	10
1	121935	-	4	4
1	121947	+	9	10
1	121948	-	4	4
1	121964	+	8	10
1	121965	-	4	4
1	122004	+	2	10
1	122139	+	4	6
1	122140	-	2	2
1	122168	+	2	2
1	122169	-	1	1
1	122197	-	1	1
1	122404	-	6	7
1	122713	-	7	10
1	122814	+	3	3
1	122815	-	11	13
1	122921	+	3	5
1	122922	-	2	4
1	122934	+	3	3
1	122935	-	4	5
1	122940	+	3	3
1	122941	-	4	4
1	122943	+	3	3
1	122944	-	4	4
1	122953	+	3	3
1	122954	-	4	4
1	122958	+	4	4
1	122959	-	4	4
1	123077	+	2	2
1	123078	-	7	8
1	123114	-	6	6
1	123159	-	2	2
1	123170	-	2	2
1	123173	-	2	2
1	123187	+	1	1
1	123188	-	4	4
1	123210	+	2	2
1	123211	-	3	3
1	123222	+	2	2
1	123223	-	4	4
1	123263	+	2	2
1	123264	-	7	8
1	123272	+	2	2
1	123273	-	7	8
1	123275	+	3	3
1	123276	-	7	7
1	123447	+	1	1
1	123448	-	11	12
1	123610	+	14	15
1	123611	-	12	13
1	123628	+	11	13
1	123629	-	12	12
1	123652	+	10	10
1	123653	-	12	12
1	123661	+	8	9
1	123662	-	11	12
1	123810	+	2	2
1	123811	-	8	8
1	123812	+	3	3
1	123813	-	8	8
1	123835	+	2	2
1	123836	-	11	11
1	123837	+	3	3
1	123838	-	11	11
1	123998	+	7	7
1	123999	-	2	2
1	124025	+	4	6
1	124026	-	3	3
1	124191	+	9	10
1	124192	-	4	5
1	124198	+	8	11
1	124199	-	4	5
1	124222	+	11	11
1	124223	-	6	7
1	124353	+	11	11
1	124378	+	12	13
1	124379	-	1	1
1	124382	+	12	13
1	124383	-	2	2
1	124463	+	7	8
1	124464	-	6	6
1	124465	+	8	8
1	124466	-	5	6
1	124766	+	14	16
1	124767	-	5	5
1	124790	+	12	13
1	124791	-	4	5
1	124802	+	12	12
1	124803	-	3	3
1	125304	+	9	9
1	125305	-	9	9
1	125344	+	2	3
1	125345	-	14	15
1	125363	-	3	16
1	125404	+	1	1
1	125405	-	14	14
1	125431	+	1	1
1	125432	-	7	11
1	125568	+	2	7
1	125619	+	8	8
1	125620	-	5	6
1	125718	+	15	16
1	125719	-	4	5
1	125757	+	12	12
1	125763	+	11	11
1	125799	+	4	5
1	125806	+	3	4
1	125941	+	8	9
1	125942	-	3	6
1	125979	+	5	7
1	125980	-	8	9
1	126110	-	3	3
1	126219	+	3	3
1	126220	-	4	4
1	126224	+	3	4
1	126225	-	2	2
1	126234	+	4	5
1	126249	+	5	5
1	126250	-	2	2
1	126252	+	5	5
1	126253	-	2	2
1	126354	-	9	10
1	126505	+	8	13
1	126506	-	13	19
1	126527	+	13	14
1	126528	-	12	12
1	126980	+	1	1
1	126981	-	6	6
1	127026	+	1	1
1	127027	-	6	6
1	127075	+	1	1
1	127076	-	7	8
1	127101	+	3	3
1	127102	-	11	11
1	127116	+	2	2
1	127117	-	12	12
1	127183	+	1	1
1	127184	-	9	9
1	127185	+	1	1
1	127186	-	8	8
1	127269	+	1	1
1	127270	-	3	3
1	127278	+	1	1
1	127279	-	2	3
1	127284	+	2	2
1	127285	-	2	2
1	127378	+	1	1
1	127393	+	1	1
1	127394	-	1	1
1	127396	+	1	1
1	127397	-	1	1
1	127405	+	1	1
1	132544	-	1	1
1	132546	-	1	1
1	132550	+	2	2
1	133169	+	6	6
1	133170	-	2	3
1	133176	+	5	5
1	133177	-	3	4
1	133178	+	3	5
1	133179	-	2	4
1	134687	+	15	17
1	134688	-	1	1
1	134689	+	18	18
1	134690	-	1	1
1	134700	+	14	17
1	134701	-	1	1
1	134751	+	12	16
1	134752	-	1	1
1	134758	+	10	16
1	134759	-	1	1
1	134762	+	12	16
1	134763	-	1	1
1	134773	+	3	13
1	134817	+	11	12
1	134818	-	1	1
1	134823	+	7	9
1	134824	-	1	1
1	134857	+	6	11
1	134858	-	1	1
1	136853	-	6	18
1	137007	+	10	15
1	137008	-	3	6
1	137015	+	14	14
1	137016	-	6	6
1	137022	+	13	14
1	137023	-	7	7
1	137064	+	11	13
1	137065	-	6	6
1	137114	+	10	11
1	137115	-	3	3
1	137136	+	12	15
1	137137	-	2	3
1	137148	+	13	14
1	137149	-	3	4
1	137178	+	16	16
1	137179	-	5	6
1	137214	+	15	20
1	137215	-	7	7
1	137229	+	15	20
1	137230	-	7	7
1	137233	+	16	19
1	137234	-	7	8
1	137242	+	8	19
1	137243	-	5	7
1	137268	+	3	17
1	137375	+	12	12
1	137376	-	3	3
1	137379	+	8	10
1	137380	-	2	2
1	137400	+	12	12
1	137401	-	2	2
1	137435	+	11	11
1	137436	-	2	2
1	137445	+	14	15
1	137484	+	17	20
1	137646	+	9	14
1	137649	+	10	14
1	137650	-	1	1
1	137655	+	12	12
1	137656	-	1	1
1	138573	+	1	1
1	144348	-	2	9
1	148683	+	1	1
1	148684	-	3	4
1	154098	+	2	10
1	154108	+	7	11
1	154109	-	3	4
1	154110	+	6	10
1	154119	+	2	8
1	160246	-	2	9
1	160259	+	3	4
1	160260	-	6	10
1	160269	+	2	4
1	160270	-	7	9
1	160279	+	4	6
1	160280	-	3	9
1	160428	+	5	6
1	160429	-	3	4
1	160607	+	1	1
1	160608	-	4	4
1	160706	+	2	2
1	160707	-	9	9
1	160732	+	3	3
1	160733	-	13	13
1	160793	+	5	5
1	160794	-	11	15
1	160869	+	4	4
1	160870	-	12	12
1	160902	+	4	4
1	160903	-	6	6
1	160910	+	3	4
1	160911	-	6	7
1	160927	+	4	4
1	160928	-	4	4
1	160974	+	4	4
1	160975	-	3	3
1	160998	+	2	2
1	160999	-	5	5
1	161000	+	2	2
1	161001	-	5	5
1	161017	+	2	2
1	161018	-	4	4
1	161030	+	2	2
1	161031	-	3	5
1	161041	+	2	2
1	161042	-	5	5
1	161043	+	2	2
1	161044	-	5	5
1	161075	+	2	2
1	161076	-	3	3
1	161094	+	2	2
1	161095	-	4	4
1	161209	+	2	3
1	161210	-	7	7
1	161214	+	3	3
1	161215	-	6	6
1	161385	+	2	2
1	161386	-	3	3
1	161390	+	2	2
1	161391	-	3	4
1	161411	-	4	4
1	161543	+	5	5
1	161544	-	3	3
1	161556	+	6	6
1	161557	-	2	2
1	161589	+	2	4
1	161590	-	2	2
1	161595	+	4	4
1	161596	-	2	2
1	161677	+	2	3
1	161682	+	3	3
1	161790	+	5	5
1	164722	+	2	3
1	164723	-	5	7
1	164733	+	2	3
1	164734	-	4	7
1	165076	-	6	6
1	165091	+	2	2
1	165092	-	5	6
1	165139	+	1	1
1	165140	-	4	7
1	165141	+	1	1
1	165142	-	3	6
1	165145	+	2	2
1	165146	-	5	6
1	165358	+	4	4
1	165359	-	7	8
1	165369	+	4	4
1	165370	-	6	7
1	165522	-	5	7
1	165535	+	1	1
1	165536	-	8	8
1	165541	-	8	8
1	165582	-	9	12
1	165604	-	12	14
1	165609	-	13	14
1	165625	-	12	15
1	165772	-	4	8
1	165775	-	3	7
1	165782	-	2	8
1	165978	-	5	5
1	165990	-	5	6
1	165995	-	5	7
1	166012	-	5	7
1	166021	-	5	5
1	166032	+	1	1
1	166033	-	3	5
1	166169	+	4	10
1	166170	-	4	15
1	169500	-	2	21
1	181517	+	2	17
1	188561	+	7	9
1	188562	-	9	9
1	188728	+	16	17
1	188851	+	11	15
1	188852	-	1	1
1	188869	+	14	15
1	188888	+	14	14
1	188899	+	12	14
1	189192	+	4	5
1	189204	+	5	5
1	189214	+	3	4
1	189231	+	3	3
1	189238	+	3	3
1	189239	-	1	1
1	189253	+	2	3
1	189254	-	1	1
1	193381	+	5	8
1	193382	-	5	10
1	193393	+	5	7
1	193394	-	8	10
1	193432	+	9	10
1	193433	-	7	9
1	193494	+	6	10
1	193495	-	15	17
1	193508	+	7	9
1	193509	-	13	17
1	193515	+	6	8
1	193516	-	16	17
1	193524	+	8	9
1	193525	-	18	18
1	193526	+	6	9
1	193527	-	18	18
1	193587	+	12	15
1	193588	-	12	14
1	193607	+	11	14
1	193608	-	12	15
1	193639	+	11	15
1	193640	-	12	14
1	193656	+	13	18
1	193657	-	14	16
1	193665	+	11	17
1	193666	-	10	16
1	193693	+	12	16
1	193694	-	9	15
1	193852	+	5	17
1	193853	-	5	17
1	196397	-	1	1
1	197201	+	2	2
1	197202	-	1	1
1	197229	+	2	3
1	197230	-	1	1
1	197236	+	2	2
1	197237	-	1	1
1	197249	+	2	2
1	197263	+	6	6
1	197264	-	1	1
1	197269	+	6	6
1	197270	-	2	2
1	197288	+	7	8
1	197289	-	2	2
1	197305	+	8	9
1	197306	-	3	3
1	197320	+	9	10
1	197321	-	4	5
1	197350	+	7	11
1	197351	-	5	6
1	197362	+	8	8
1	197363	-	4	5
1	197373	+	6	8
1	197374	-	4	5
1	197390	+	6	6
1	197391	-	4	5
1	197516	-	1	1
1	197792	+	2	7
1	197801	+	5	6
1	197813	+	2	5
1	200955	+	1	1
1	200956	-	2	4
1	201009	+	1	1
1	201399	+	3	9
1	201414	+	5	9
1	201415	-	3	3
1	201435	+	6	7
1	201436	-	2	2
1	205573	-	1	1
1	213508	+	2	13
1	213509	-	5	10
1	213560	+	13	16
1	213561	-	4	5
1	213577	+	15	18
1	213578	-	5	7
1	213598	+	14	23
1	213599	-	4	6
1	213606	+	14	22
1	213607	-	5	7
1	213611	+	13	22
1	213612	-	3	7
1	213614	+	14	22
1	213615	-	3	7
1	213640	+	12	21
1	213641	-	7	9
1	213680	+	7	18
1	213681	-	7	10
1	213730	+	3	14
1	213731	-	9	15
1	233603	-	6	7
1	233613	+	4	4
1	233614	-	6	6
1	233626	+	2	4
1	233627	-	3	5
1	233633	+	4	4
1	233634	-	4	5
1	233644	-	3	5
1	233951	+	9	12
1	233952	-	12	16
1	233982	+	4	4
1	233983	-	12	14
1	234018	+	1	1
1	234019	-	9	11
1	234026	+	1	1
1	234027	-	9	11
1	234136	+	2	3
1	234137	-	20	22
1	234144	+	2	2
1	234145	-	20	22
1	234221	+	1	1
1	234222	-	5	5
1	234257	-	5	5
1	234333	+	6	6
1	234334	-	5	5
1	234361	+	6	7
1	234362	-	2	4
1	234370	+	4	7
1	234371	-	3	3
1	234384	+	8	8
1	234385	-	4	4
1	234417	+	8	11
1	234418	-	3	3
1	234429	+	13	13
1	234430	-	3	3
1	234539	+	7	7
1	234540	-	3	3
1	234547	+	8	9
1	234548	-	2	3
1	234617	+	7	7
1	234618	-	4	4
1	234628	+	6	7
1	234629	-	3	5
1	234838	+	8	8
1	234839	-	1	1
1	234948	+	7	9
1	234949	-	3	3
1	234950	+	8	9
1	234951	-	3	4
1	235188	+	7	7
1	235189	-	1	1
1	235190	+	7	7
1	235191	-	2	2
1	235342	+	13	14
1	235343	-	4	4
1	235345	+	13	13
1	235346	-	4	4
1	235556	+	19	22
1	235557	-	4	5
1	236051	+	6	8
1	236121	+	10	10
1	236122	-	2	2
1	236182	+	12	12
1	236183	-	2	2
1	236189	+	11	12
1	236190	-	2	3
1	236221	+	12	13
1	236222	-	2	3
1	236273	+	15	16
1	236274	-	2	2
1	236276	+	13	15
1	236277	-	2	2
1	236395	+	10	10
1	236396	-	1	1
1	236417	+	8	8
1	236418	-	5	5
1	236434	+	5	8
1	236435	-	5	5
1	236527	+	9	10
1	236528	-	5	5
1	238367	+	6	8
1	238368	-	18	21
1	238417	+	8	10
1	238418	-	14	17
1	238446	+	5	9
1	238447	-	14	18
1	238474	-	12	20
1	238482	+	1	1
1	238483	-	15	20
1	238487	+	1	1
1	238488	-	12	19
1	238490	+	1	1
1	238491	-	17	19
1	238492	+	1	1
1	238493	-	14	18
1	238497	+	1	1
1	238498	-	17	21
1	238509	+	2	2
1	238510	-	20	22
1	238512	+	2	2
1	238513	-	21	21
1	238515	+	2	2
1	238516	-	16	20
1	238519	-	19	20
1	238676	-	8	9
1	238706	-	7	7
1	238728	-	9	10
1	238741	+	4	5
1	238742	-	9	10
1	238776	+	5	5
1	238777	-	11	11
1	238817	+	5	5
1	238818	-	8	10
1	238822	+	6	6
1	238823	-	7	9
1	238830	+	7	7
1	238831	-	5	8
1	238838	+	5	5
1	238839	-	7	9
1	238925	+	5	6
1	238926	-	9	12
1	238994	+	6	7
1	238995	-	8	11
1	239071	+	8	8
1	239072	-	13	15
1	239092	+	10	10
1	239093	-	15	16
1	239123	+	10	12
1	239124	-	9	11
1	239134	+	10	13
1	239135	-	8	11
1	239143	+	10	12
1	239144	-	7	9
1	239179	+	8	14
1	239180	-	4	7
1	239229	+	6	12
1	239230	-	6	10
1	239249	+	6	8
1	239250	-	7	13
1	239272	+	4	10
1	239273	-	8	13
1	239291	+	6	10
1	239292	-	5	10
1	239325	+	2	16
1	239326	-	2	9
1	240982	-	12	17
1	240992	-	13	15
1	241013	-	5	18
1	241109	+	1	1
1	241110	-	16	16
1	241111	+	1	1
1	241112	-	14	16
1	241114	+	1	1
1	241115	-	14	16
1	241158	-	12	18
1	241190	+	1	1
1	241191	-	22	24
1	241199	-	22	24
1	241214	-	4	18
1	241309	+	3	4
1	241310	-	11	12
1	241323	-	2	11
1	241361	+	2	4
1	241362	-	10	12
1	241377	+	3	3
1	241378	-	12	13
1	241494	-	9	11
1	241658	+	6	7
1	241659	-	5	6
1	241678	+	6	6
1	241679	-	4	7
1	241849	-	3	3
1	241858	-	2	5
1	241860	-	4	5
1	242070	+	2	6
1	242071	-	3	7
1	242452	+	3	3
1	242505	+	4	5
1	242506	-	2	2
1	242603	-	2	12
1	242624	+	3	3
1	242625	-	10	14
1	242631	-	9	14
1	242974	+	5	5
1	242975	-	5	8
1	242979	+	2	5
1	242980	-	2	9
1	242993	+	6	7
1	242994	-	6	9
1	243006	+	7	7
1	243007	-	7	9
1	243013	+	7	10
1	243014	-	5	8
1	243454	+	2	2
1	243455	-	4	8
1	243459	+	2	2
1	243460	-	6	9
1	243477	+	1	1
1	243478	-	6	12
1	243561	-	2	15
1	243579	+	1	1
1	243580	-	13	15
1	243648	+	3	3
1	243649	-	13	16
1	243661	+	2	3
1	243662	-	15	16
1	243663	+	3	3
1	243664	-	13	17
1	243705	+	2	5
1	243706	-	19	22
1	243718	+	4	5
1	243719	-	19	21
1	243773	+	3	8
1	243774	-	11	18
1	243842	+	2	3
1	243843	-	6	9
1	243966	-	9	11
1	244846	+	3	7
1	244847	-	11	13
1	244852	+	7	8
1	244853	-	10	13
1	247395	+	2	3
1	247402	+	2	4
1	250933	+	1	1
1	250934	-	3	4
1	250940	+	1	1
1	250941	-	3	3
1	251039	+	3	3
1	251040	-	5	7
1	251167	-	6	8
1	251176	+	2	3
1	251177	-	7	9
1	251422	+	4	5
1	251423	-	9	10
1	251424	+	4	5
1	251425	-	9	10
1	253351	-	2	3
1	253358	+	2	3
1	253359	-	2	4
1	255843	+	2	3
1	255844	-	14	21
1	255895	+	6	10
1	255896	-	16	24
1	255897	+	6	10
